idx,code,parent_code,depth,height,children_b,descendants_S,subtree_size,n_siblings,is_leaf,A_cumul_anc_logb,sector_share,b_eff,angular_log1p_b,radial_logS_over_h,k_orig_allnorm,mult_orig_allnorm,k_children_int,mult_children_int,k_desc_int,mult_desc_int,k_sustained_int,mult_sustained_int,k_pos_B1,mult_pos_B1,k_margin,mult_margin,norm_s1,norm_s3,norm_s8
7183,H02.155,H02.15,6,0,0,0,1,7,True,13.9155,9.049e-07,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.5709,3.1324,0.1151,0.7944,0.9946,0.9512,0.764
7184,H02.156,H02.15,6,0,0,0,1,7,True,13.9155,9.049e-07,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.5709,3.1324,0.1151,0.7944,0.9945,0.9501,0.7654
7185,H02.159,H02.15,6,0,0,0,1,7,True,13.9155,9.049e-07,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.5709,3.1324,0.1151,0.7944,0.9944,0.9501,0.7617
7188,H02.201,H02.20,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.995,0.9512,0.7725
7189,H02.202,H02.20,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9951,0.9561,0.773
7190,H02.203,H02.20,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.995,0.9519,0.7741
7191,H02.204,H02.20,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9951,0.954,0.7757
7192,H02.205,H02.20,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.995,0.953,0.7753
7193,H02.206,H02.20,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.995,0.9537,0.7755
7194,H02.209,H02.20,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9951,0.9513,0.7734
7195,H02.20A,H02.20,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.995,0.9522,0.774
7196,H02.20B,H02.20,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.995,0.9531,0.7777
7197,H02.20C,H02.20,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.995,0.9533,0.7735
7199,H02.211,H02.21,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9948,0.9419,0.7496
7200,H02.212,H02.21,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9948,0.9417,0.7503
7201,H02.213,H02.21,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9948,0.9414,0.7489
7202,H02.214,H02.21,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9948,0.9415,0.7505
7203,H02.215,H02.21,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9948,0.9413,0.7503
7204,H02.216,H02.21,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9947,0.9406,0.7484
7205,H02.219,H02.21,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9947,0.9409,0.7498
7206,H02.21A,H02.21,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9947,0.9409,0.7492
7207,H02.21B,H02.21,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9948,0.9414,0.75
7208,H02.21C,H02.21,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9949,0.9414,0.751
7210,H02.221,H02.22,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9951,0.9417,0.7462
7211,H02.222,H02.22,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9952,0.9414,0.7452
7212,H02.223,H02.22,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9952,0.9415,0.745
7213,H02.224,H02.22,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9952,0.9425,0.7471
7214,H02.225,H02.22,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9951,0.9423,0.7458
7215,H02.226,H02.22,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9952,0.9413,0.746
7216,H02.229,H02.22,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9951,0.9413,0.7462
7217,H02.22A,H02.22,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9951,0.9426,0.7464
7218,H02.22B,H02.22,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9951,0.9424,0.7439
7219,H02.22C,H02.22,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9951,0.9419,0.7444
7221,H02.231,H02.23,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9948,0.9324,0.7453
7222,H02.232,H02.23,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9948,0.9333,0.7438
7223,H02.233,H02.23,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9947,0.9313,0.7428
7224,H02.234,H02.23,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9948,0.9324,0.7461
7225,H02.235,H02.23,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9948,0.9323,0.7451
7226,H02.236,H02.23,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9949,0.9323,0.7443
7227,H02.239,H02.23,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9948,0.9323,0.7429
7228,H02.23A,H02.23,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9948,0.9316,0.7444
7229,H02.23B,H02.23,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9948,0.9309,0.7437
7230,H02.23C,H02.23,6,0,0,0,1,10,True,13.8974,9.213e-07,1.0,0.0,0.0,-1.0,7.3891,0.8508,0.1824,-0.6646,3.7779,1.0,0.1353,-0.5745,3.1548,0.1151,0.7944,0.9948,0.9331,0.7461
7241,H02.401,H02.40,6,0,0,0,1,4,True,13.109,2.027e-06,1.0,0.0,0.0,-1.0,7.3891,-0.259,1.6786,-0.8979,6.0239,-0.2699,1.7158,-0.7257,4.2695,0.1151,0.7944,0.9938,0.9443,0.7584
7242,H02.402,H02.40,6,0,0,0,1,4,True,13.109,2.027e-06,1.0,0.0,0.0,-1.0,7.3891,-0.259,1.6786,-0.8979,6.0239,-0.2699,1.7158,-0.7257,4.2695,0.1151,0.7944,0.9938,0.9436,0.7584
7243,H02.403,H02.40,6,0,0,0,1,4,True,13.109,2.027e-06,1.0,0.0,0.0,-1.0,7.3891,-0.259,1.6786,-0.8979,6.0239,-0.2699,1.7158,-0.7257,4.2695,0.1151,0.7944,0.9938,0.9413,0.7594
7244,H02.409,H02.40,6,0,0,0,1,4,True,13.109,2.027e-06,1.0,0.0,0.0,-1.0,7.3891,-0.259,1.6786,-0.8979,6.0239,-0.2699,1.7158,-0.7257,4.2695,0.1151,0.7944,0.9936,0.9439,0.7596
7246,H02.411,H02.41,6,0,0,0,1,4,True,13.109,2.027e-06,1.0,0.0,0.0,-1.0,7.3891,-0.259,1.6786,-0.8979,6.0239,-0.2699,1.7158,-0.7257,4.2695,0.1151,0.7944,0.9958,0.9482,0.7668
7247,H02.412,H02.41,6,0,0,0,1,4,True,13.109,2.027e-06,1.0,0.0,0.0,-1.0,7.3891,-0.259,1.6786,-0.8979,6.0239,-0.2699,1.7158,-0.7257,4.2695,0.1151,0.7944,0.9959,0.9476,0.7647
7248,H02.413,H02.41,6,0,0,0,1,4,True,13.109,2.027e-06,1.0,0.0,0.0,-1.0,7.3891,-0.259,1.6786,-0.8979,6.0239,-0.2699,1.7158,-0.7257,4.2695,0.1151,0.7944,0.9959,0.9479,0.7693
7249,H02.419,H02.41,6,0,0,0,1,4,True,13.109,2.027e-06,1.0,0.0,0.0,-1.0,7.3891,-0.259,1.6786,-0.8979,6.0239,-0.2699,1.7158,-0.7257,4.2695,0.1151,0.7944,0.9958,0.9482,0.7716
7251,H02.421,H02.42,6,0,0,0,1,4,True,13.109,2.027e-06,1.0,0.0,0.0,-1.0,7.3891,-0.259,1.6786,-0.8979,6.0239,-0.2699,1.7158,-0.7257,4.2695,0.1151,0.7944,0.9936,0.9408,0.7793
7252,H02.422,H02.42,6,0,0,0,1,4,True,13.109,2.027e-06,1.0,0.0,0.0,-1.0,7.3891,-0.259,1.6786,-0.8979,6.0239,-0.2699,1.7158,-0.7257,4.2695,0.1151,0.7944,0.9935,0.9382,0.7734
7253,H02.423,H02.42,6,0,0,0,1,4,True,13.109,2.027e-06,1.0,0.0,0.0,-1.0,7.3891,-0.259,1.6786,-0.8979,6.0239,-0.2699,1.7158,-0.7257,4.2695,0.1151,0.7944,0.9936,0.9398,0.7735
7254,H02.429,H02.42,6,0,0,0,1,4,True,13.109,2.027e-06,1.0,0.0,0.0,-1.0,7.3891,-0.259,1.6786,-0.8979,6.0239,-0.2699,1.7158,-0.7257,4.2695,0.1151,0.7944,0.9936,0.9418,0.7753
7256,H02.431,H02.43,6,0,0,0,1,4,True,13.109,2.027e-06,1.0,0.0,0.0,-1.0,7.3891,-0.259,1.6786,-0.8979,6.0239,-0.2699,1.7158,-0.7257,4.2695,0.1151,0.7944,0.9941,0.9443,0.7739
7257,H02.432,H02.43,6,0,0,0,1,4,True,13.109,2.027e-06,1.0,0.0,0.0,-1.0,7.3891,-0.259,1.6786,-0.8979,6.0239,-0.2699,1.7158,-0.7257,4.2695,0.1151,0.7944,0.9942,0.9447,0.784
7258,H02.433,H02.43,6,0,0,0,1,4,True,13.109,2.027e-06,1.0,0.0,0.0,-1.0,7.3891,-0.259,1.6786,-0.8979,6.0239,-0.2699,1.7158,-0.7257,4.2695,0.1151,0.7944,0.9942,0.9426,0.7727
7259,H02.439,H02.43,6,0,0,0,1,4,True,13.109,2.027e-06,1.0,0.0,0.0,-1.0,7.3891,-0.259,1.6786,-0.8979,6.0239,-0.2699,1.7158,-0.7257,4.2695,0.1151,0.7944,0.9942,0.945,0.7797
7262,H02.511,H02.51,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.9953,0.9567,0.7709
7263,H02.512,H02.51,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.9953,0.9567,0.7706
7264,H02.513,H02.51,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.9952,0.9568,0.7705
7265,H02.514,H02.51,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.9952,0.9567,0.769
7266,H02.515,H02.51,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.9952,0.9566,0.7696
7267,H02.516,H02.51,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.9952,0.9568,0.7689
7268,H02.519,H02.51,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.9953,0.9567,0.7689
7270,H02.521,H02.52,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.9948,0.9577,0.7701
7271,H02.522,H02.52,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.9946,0.9576,0.7705
7272,H02.523,H02.52,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.9947,0.9577,0.7728
7273,H02.524,H02.52,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.9947,0.9575,0.7704
7274,H02.525,H02.52,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.9946,0.9576,0.7707
7275,H02.526,H02.52,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.9948,0.9576,0.7706
7276,H02.529,H02.52,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.9945,0.9579,0.7758
7278,H02.531,H02.53,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.996,0.9578,0.7707
7279,H02.532,H02.53,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.9959,0.9577,0.7692
7280,H02.533,H02.53,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.996,0.9584,0.7713
7281,H02.534,H02.53,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.996,0.9576,0.7688
7282,H02.535,H02.53,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.996,0.9576,0.7682
7283,H02.536,H02.53,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.9959,0.9579,0.7704
7284,H02.539,H02.53,6,0,0,0,1,7,True,13.579,1.2668e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6366,3.5724,0.1151,0.7944,0.996,0.958,0.77
7297,H02.711,H02.71,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.9947,0.9446,0.7627
7298,H02.712,H02.71,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.9948,0.9422,0.7557
7299,H02.713,H02.71,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.9946,0.9424,0.7574
7300,H02.714,H02.71,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.9947,0.9446,0.7617
7301,H02.715,H02.71,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.9947,0.9455,0.7574
7302,H02.716,H02.71,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.9947,0.9441,0.7578
7303,H02.719,H02.71,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.9946,0.944,0.7555
7305,H02.721,H02.72,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.9951,0.9438,0.7568
7306,H02.722,H02.72,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.9951,0.9415,0.7559
7307,H02.723,H02.72,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.9951,0.9431,0.7572
7308,H02.724,H02.72,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.9952,0.9461,0.7599
7309,H02.725,H02.72,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.9953,0.9444,0.7579
7310,H02.726,H02.72,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.9953,0.9434,0.7558
7311,H02.729,H02.72,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.9952,0.9421,0.7564
7313,H02.731,H02.73,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.996,0.9501,0.7556
7314,H02.732,H02.73,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.996,0.9496,0.7547
7315,H02.733,H02.73,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.996,0.9511,0.7556
7316,H02.734,H02.73,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.996,0.9503,0.7545
7317,H02.735,H02.73,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.996,0.949,0.7521
7318,H02.736,H02.73,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.996,0.9508,0.7568
7319,H02.739,H02.73,6,0,0,0,1,7,True,13.7613,1.0557e-06,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.6012,3.3282,0.1151,0.7944,0.996,0.9492,0.7547
7323,H02.811,H02.81,6,0,0,0,1,7,True,14.2721,6.334e-07,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.4995,2.7154,0.1151,0.7944,0.9944,0.9317,0.7581
7324,H02.812,H02.81,6,0,0,0,1,7,True,14.2721,6.334e-07,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.4995,2.7154,0.1151,0.7944,0.9943,0.9308,0.7593
7325,H02.813,H02.81,6,0,0,0,1,7,True,14.2721,6.334e-07,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.4995,2.7154,0.1151,0.7944,0.9945,0.9332,0.7593
7326,H02.814,H02.81,6,0,0,0,1,7,True,14.2721,6.334e-07,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.4995,2.7154,0.1151,0.7944,0.9945,0.9315,0.7606
7327,H02.815,H02.81,6,0,0,0,1,7,True,14.2721,6.334e-07,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.4995,2.7154,0.1151,0.7944,0.9944,0.9301,0.7592
7328,H02.816,H02.81,6,0,0,0,1,7,True,14.2721,6.334e-07,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.4995,2.7154,0.1151,0.7944,0.9945,0.9315,0.7587
7329,H02.819,H02.81,6,0,0,0,1,7,True,14.2721,6.334e-07,1.0,0.0,0.0,-1.0,7.3891,0.35,0.4966,-0.7699,4.6633,0.4269,0.4258,-0.4995,2.7154,0.1151,0.7944,0.9945,0.9312,0.7577
