idx,code,parent_code,depth,height,children_b,descendants_S,subtree_size,n_siblings,is_leaf,A_cumul_anc_logb,sector_share,b_eff,angular_log1p_b,radial_logS_over_h,k_orig_allnorm,mult_orig_allnorm,k_children_int,mult_children_int,k_desc_int,mult_desc_int,k_sustained_int,mult_sustained_int,k_pos_B1,mult_pos_B1,k_margin,mult_margin,norm_s1,norm_s3,norm_s8
0,ROOT,,0,7,22,46816,46817,1,False,0.0,1.0,4.6473,3.1355,1.5363,0.5555,0.3292,1.0,0.1353,1.0,0.1353,-0.3624,2.0644,-0.2004,1.4931,-1.0,7.3891,0.0,0.0,0.0
1,CH1,ROOT,1,5,22,1329,1330,22,False,3.1355,0.0434782609,4.2147,3.1355,1.4386,0.5555,0.3292,1.0,0.1353,1.0,0.1353,-0.4792,2.6077,1.0,0.1353,-1.0,7.3891,0.9007,0.7156,0.48
1331,CH2,ROOT,1,6,23,2197,2198,22,False,3.1355,0.0434782609,3.6058,3.1781,1.2826,0.598,0.3024,1.0,0.1353,1.0,0.1353,-0.6499,3.6685,1.0,0.1353,-1.0,7.3891,0.8993,0.7287,0.4071
3529,CH3,ROOT,1,5,7,405,406,22,False,3.1355,0.0434782609,3.3243,2.0794,1.2013,-0.3158,1.8808,0.35,0.4966,1.0,0.1353,-0.731,4.3148,1.0,0.1353,-1.0,7.3891,0.916,0.7212,0.4328
3935,CH4,ROOT,1,5,10,992,993,22,False,3.1355,0.0434782609,3.9755,2.3979,1.3801,-0.0902,1.1978,0.8508,0.1824,1.0,0.1353,-0.5454,2.9769,1.0,0.1353,-1.0,7.3891,0.9179,0.716,0.471
4928,CH5,ROOT,1,5,11,1123,1124,22,False,3.1355,0.0434782609,4.0752,2.4849,1.4049,-0.023,1.0471,1.0,0.1353,1.0,0.1353,-0.5177,2.8162,1.0,0.1353,-1.0,7.3891,0.9123,0.7138,0.4591
6052,CH6,ROOT,1,6,11,931,932,22,False,3.1355,0.0434782609,3.1254,2.4849,1.1396,-0.023,1.0471,1.0,0.1353,1.0,0.1353,-0.7891,4.8462,1.0,0.1353,-1.0,7.3891,0.9112,0.7427,0.4652
6984,CH7,ROOT,1,6,12,3209,3210,22,False,3.1355,0.0434782609,3.8408,2.5649,1.3457,0.0409,0.9214,1.0,0.1353,1.0,0.1353,-0.5832,3.2105,1.0,0.1353,-1.0,7.3891,0.9038,0.7058,0.4532
10194,CH8,ROOT,1,5,5,876,877,22,False,3.1355,0.0434782609,3.8779,1.7918,1.3553,-0.492,2.6754,-0.0412,1.0858,1.0,0.1353,-0.5728,3.1441,1.0,0.1353,-1.0,7.3891,0.9359,0.7015,0.4295
11071,CH9,ROOT,1,5,10,1803,1804,22,False,3.1355,0.0434782609,4.4797,2.3979,1.4996,-0.0902,1.1978,0.8508,0.1824,1.0,0.1353,-0.4072,2.258,1.0,0.1353,-1.0,7.3891,0.9004,0.7036,0.4512
12875,CH10,ROOT,1,6,11,482,483,22,False,3.1355,0.0434782609,2.8011,2.4849,1.03,-0.023,1.0471,1.0,0.1353,1.0,0.1353,-0.8846,5.8664,1.0,0.1353,-1.0,7.3891,0.9138,0.7219,0.438
13358,CH11,ROOT,1,6,10,1119,1120,22,False,3.1355,0.0434782609,3.2226,2.3979,1.1702,-0.0902,1.1978,0.8508,0.1824,1.0,0.1353,-0.7607,4.5783,1.0,0.1353,-1.0,7.3891,0.9045,0.7019,0.4673
14478,CH12,ROOT,1,5,9,1081,1082,22,False,3.1355,0.0434782609,4.0443,2.3026,1.3973,-0.1611,1.3802,0.6934,0.2499,1.0,0.1353,-0.5263,2.865,1.0,0.1353,-1.0,7.3891,0.9189,0.7135,0.4557
15560,CH13,ROOT,1,5,24,7123,7124,22,False,3.1355,0.0434782609,5.8958,3.2189,1.7742,0.6394,0.2784,1.0,0.1353,1.0,0.1353,-0.0458,1.0959,1.0,0.1353,-1.0,7.3891,0.9221,0.6985,0.4418
22684,CH14,ROOT,1,5,11,1048,1049,22,False,3.1355,0.0434782609,4.0193,2.4849,1.3911,-0.023,1.0471,1.0,0.1353,1.0,0.1353,-0.5332,2.905,1.0,0.1353,-1.0,7.3891,0.9109,0.7355,0.4478
23733,CH15,ROOT,1,5,9,1800,1801,22,False,3.1355,0.0434782609,4.4782,2.3026,1.4992,-0.1611,1.3802,0.6934,0.2499,1.0,0.1353,-0.4076,2.2598,1.0,0.1353,-1.0,7.3891,0.9073,0.7028,0.4382
25534,CH16,ROOT,1,5,12,577,578,22,False,3.1355,0.0434782609,3.5677,2.5649,1.2719,0.0409,0.9214,1.0,0.1353,1.0,0.1353,-0.6608,3.7495,1.0,0.1353,-1.0,7.3891,0.9041,0.7239,0.4652
26112,CH17,ROOT,1,5,11,1066,1067,22,False,3.1355,0.0434782609,4.033,2.4849,1.3945,-0.023,1.0471,1.0,0.1353,1.0,0.1353,-0.5294,2.883,1.0,0.1353,-1.0,7.3891,0.8929,0.7097,0.4611
27179,CH18,ROOT,1,5,14,857,858,22,False,3.1355,0.0434782609,3.861,2.7081,1.3509,0.1603,0.7257,1.0,0.1353,1.0,0.1353,-0.5775,3.1742,1.0,0.1353,-1.0,7.3891,0.8993,0.7244,0.4532
28037,CH19,ROOT,1,6,24,13280,13281,22,False,3.1355,0.0434782609,4.8664,3.2189,1.5823,0.6394,0.2784,1.0,0.1353,1.0,0.1353,-0.3047,1.8392,1.0,0.1353,-1.0,7.3891,0.8952,0.6673,0.3049
41318,CH20,ROOT,1,5,34,3659,3660,22,False,3.1355,0.0434782609,5.1606,3.5553,1.641,1.0,0.1353,1.0,0.1353,1.0,0.1353,-0.2286,1.5798,1.0,0.1353,-1.0,7.3891,0.9115,0.7273,0.4956
44978,CH21,ROOT,1,6,15,1831,1832,22,False,3.1355,0.0434782609,3.498,2.7726,1.2522,0.2163,0.6488,1.0,0.1353,1.0,0.1353,-0.6808,3.9025,1.0,0.1353,-1.0,7.3891,0.9039,0.7248,0.4623
46810,CH22,ROOT,1,3,1,6,7,22,False,3.1355,0.0434782609,1.9129,0.6931,0.6486,-0.924,6.3469,-1.0,7.3891,-0.8095,5.0485,-1.0,7.3891,0.657,0.2688,-1.0,7.3891,0.9541,0.6849,0.4064
2,SEC_A00-A09,CH1,2,3,10,94,95,22,False,6.271,0.0018903592,4.5629,2.3979,1.518,-0.0902,1.1978,0.8508,0.1824,0.442,0.4131,-0.3849,2.1594,1.0,0.1353,-1.0,7.3891,0.9367,0.7996,0.6163
97,SEC_A15-A19,CH1,2,3,4,61,62,22,False,6.271,0.0018903592,3.9579,1.6094,1.3757,-0.5902,3.2554,-0.259,1.6786,0.1685,0.714,-0.5504,3.0063,0.8109,0.1975,-1.0,7.3891,0.9441,0.7729,0.5763
159,SEC_A20-A28,CH1,2,3,9,57,58,22,False,6.271,0.0018903592,3.8709,2.3026,1.3535,-0.1611,1.3802,0.6934,0.2499,0.1282,0.7739,-0.5747,3.1565,1.0,0.1353,-1.0,7.3891,0.933,0.8157,0.6441
217,SEC_A30-A49,CH1,2,3,18,144,145,22,False,6.271,0.0018903592,5.2536,2.9444,1.6589,0.3717,0.4755,1.0,0.1353,0.7395,0.2279,-0.2049,1.5066,1.0,0.1353,-1.0,7.3891,0.9434,0.7721,0.5636
362,SEC_A50-A64,CH1,2,3,13,169,170,22,False,6.271,0.0018903592,5.5397,2.6391,1.7119,0.102,0.8155,1.0,0.1353,0.8583,0.1797,-0.1331,1.305,1.0,0.1353,-1.0,7.3891,0.9506,0.7364,0.5372
532,SEC_A65-A69,CH1,2,3,5,33,34,22,False,6.271,0.0018903592,3.2396,1.7918,1.1755,-0.492,2.6754,-0.0412,1.0858,-0.171,1.4078,-0.7557,4.533,0.94,0.1526,-1.0,7.3891,0.9455,0.8288,0.6241
566,SEC_A70-A74,CH1,2,3,3,11,12,22,False,6.271,0.0018903592,2.2894,1.3863,0.8283,-0.6959,4.0223,-0.4938,2.6845,-0.6332,3.5482,-1.0,7.3891,0.657,0.2688,-1.0,7.3891,0.9557,0.869,0.6707
578,SEC_A75-A79,CH1,2,3,4,26,27,22,False,6.271,0.0018903592,3.0,1.6094,1.0986,-0.5902,3.2554,-0.259,1.6786,-0.2871,1.7758,-0.8259,5.2166,0.8109,0.1975,-1.0,7.3891,0.9508,0.807,0.5987
605,SEC_A80-A89,CH1,2,3,10,60,61,22,False,6.271,0.0018903592,3.9365,2.3979,1.3703,-0.0902,1.1978,0.8508,0.1824,0.1586,0.7282,-0.5563,3.0425,1.0,0.1353,-1.0,7.3891,0.9467,0.7784,0.5825
666,SEC_A90-A99,CH1,2,3,9,40,41,22,False,6.271,0.0018903592,3.4482,2.3026,1.2379,-0.1611,1.3802,0.6934,0.2499,-0.0709,1.1524,-0.6952,4.0162,1.0,0.1353,-1.0,7.3891,0.9577,0.8341,0.6268
707,SEC_B00-B09,CH1,2,4,10,103,104,22,False,6.271,0.0018903592,3.1934,2.3979,1.1611,-0.0902,1.1978,0.8508,0.1824,0.5034,0.3654,-0.7692,4.6569,1.0,0.1353,-1.0,7.3891,0.954,0.8047,0.5884
811,SEC_B10,CH1,2,3,1,8,9,22,False,6.271,0.0018903592,2.0801,0.6931,0.7324,-0.924,6.3469,-1.0,7.3891,-0.7327,4.329,-1.0,7.3891,0.2069,0.6611,-1.0,7.3891,0.9495,0.8417,0.6293
820,SEC_B15-B19,CH1,2,3,5,31,32,22,False,6.271,0.0018903592,3.1748,1.7918,1.1552,-0.492,2.6754,-0.0412,1.0858,-0.2023,1.4987,-0.7746,4.7079,0.94,0.1526,-1.0,7.3891,0.938,0.7823,0.5859
852,SEC_B20,CH1,2,1,1,1,2,22,False,6.271,0.0018903592,2.0,0.6931,0.6931,-0.924,6.3469,-1.0,7.3891,-1.0,7.3891,-1.0,7.3891,0.2069,0.6611,-1.0,7.3891,0.984,0.9067,0.6974
854,SEC_B25-B34,CH1,2,3,6,67,68,22,False,6.271,0.0018903592,4.0817,1.9459,1.4065,-0.4009,2.2295,0.1612,0.7244,0.2254,0.6371,-0.5159,2.8062,1.0,0.1353,-1.0,7.3891,0.9367,0.8105,0.6025
922,SEC_B35-B49,CH1,2,3,15,125,126,22,False,6.271,0.0018903592,5.0133,2.7726,1.6121,0.2163,0.6488,1.0,0.1353,0.6378,0.2793,-0.2665,1.704,1.0,0.1353,-1.0,7.3891,0.9261,0.7817,0.5868
1048,SEC_B50-B64,CH1,2,3,12,72,73,22,False,6.271,0.0018903592,4.1793,2.5649,1.4302,0.0409,0.9214,1.0,0.1353,0.27,0.5828,-0.489,2.6589,1.0,0.1353,-1.0,7.3891,0.9451,0.7659,0.5735
1121,SEC_B65-B83,CH1,2,3,19,106,107,22,False,6.271,0.0018903592,4.7475,2.9957,1.5576,0.4199,0.4318,1.0,0.1353,0.523,0.3513,-0.3359,1.9578,1.0,0.1353,-1.0,7.3891,0.9426,0.8258,0.6511
1228,SEC_B85-B89,CH1,2,3,5,26,27,22,False,6.271,0.0018903592,3.0,1.7918,1.0986,-0.492,2.6754,-0.0412,1.0858,-0.2871,1.7758,-0.8259,5.2166,0.94,0.1526,-1.0,7.3891,0.9524,0.8016,0.6225
1255,SEC_B90-B94,CH1,2,2,4,14,15,22,False,6.271,0.0018903592,3.873,1.6094,1.354,-0.5902,3.2554,-0.259,1.6786,-0.5477,2.9902,-0.5741,3.1528,0.8109,0.1975,-1.0,7.3891,0.9537,0.771,0.6139
1270,SEC_B95-B97,CH1,2,3,3,56,57,22,False,6.271,0.0018903592,3.8485,1.3863,1.3477,-0.6959,4.0223,-0.4938,2.6845,0.1177,0.7902,-0.581,3.1965,0.657,0.2688,-1.0,7.3891,0.9439,0.8039,0.6031
1327,SEC_B99,CH1,2,2,1,3,4,22,False,6.271,0.0018903592,2.0,0.6931,0.6931,-0.924,6.3469,-1.0,7.3891,-0.9472,6.6488,-1.0,7.3891,0.2069,0.6611,-1.0,7.3891,0.9546,0.8721,0.6544
1332,SEC_C00-C96,CH2,2,0,0,0,1,23,True,6.3135,0.0018115942,1.0,0.0,0.0,-1.0,7.3891,1.0,0.1353,1.0,0.1353,-0.6499,3.6685,1.0,0.1353,-1.0,7.3891,0.985,0.9124,0.7017
1333,SEC_C00-C75,CH2,2,0,0,0,1,23,True,6.3135,0.0018115942,1.0,0.0,0.0,-1.0,7.3891,1.0,0.1353,1.0,0.1353,-0.6499,3.6685,1.0,0.1353,-1.0,7.3891,0.9853,0.914,0.7034
1334,SEC_C00-C14,CH2,2,3,15,78,79,23,False,6.3135,0.0018115942,4.2908,2.7726,1.4565,0.2163,0.6488,1.0,0.1353,0.3205,0.5268,-0.4584,2.5013,1.0,0.1353,-1.0,7.3891,0.9426,0.7539,0.5577
1413,SEC_C15-C26,CH2,2,2,12,69,70,23,False,6.3135,0.0018115942,8.3666,2.5649,2.1242,0.0409,0.9214,1.0,0.1353,0.2435,0.6144,0.5026,0.366,1.0,0.1353,-1.0,7.3891,0.9501,0.8372,0.6546
1483,SEC_C30-C39,CH2,2,3,8,51,52,23,False,6.3135,0.0018115942,3.7325,2.1972,1.3171,-0.2361,1.6036,0.5269,0.3486,0.0636,0.8806,-0.6138,3.4131,1.0,0.1353,-1.0,7.3891,0.9512,0.8066,0.6292
1535,SEC_C40-C41,CH2,2,3,2,32,33,23,False,6.3135,0.0018115942,3.2075,1.0986,1.1655,-0.809,5.0433,-0.7448,4.4356,-0.1865,1.452,-0.7651,4.6187,0.4929,0.3731,-1.0,7.3891,0.9469,0.8239,0.6249
1568,SEC_C43-C44,CH2,2,5,3,213,214,23,False,6.3135,0.0018115942,2.9247,1.3863,1.0732,-0.6959,4.0223,-0.4938,2.6845,1.0,0.1353,-0.8481,5.4533,0.686,0.2536,-1.0,7.3891,0.9391,0.7944,0.5555
1782,SEC_C45-C49,CH2,2,3,5,63,64,23,False,6.3135,0.0018115942,4.0,1.7918,1.3863,-0.492,2.6754,-0.0412,1.0858,0.1879,0.6868,-0.5386,2.9365,0.9705,0.1435,-1.0,7.3891,0.9253,0.7794,0.5873
1846,SEC_C50,CH2,2,4,1,82,83,23,False,6.3135,0.0018115942,3.0183,0.6931,1.1047,-0.924,6.3469,-1.0,7.3891,0.3525,0.4941,-0.8205,5.1606,0.2333,0.6271,-1.0,7.3891,0.9449,0.8423,0.5835
1929,SEC_C51-C58,CH2,2,3,8,44,45,23,False,6.3135,0.0018115942,3.5569,2.1972,1.2689,-0.2361,1.6036,0.5269,0.3486,-0.0193,1.0393,-0.6639,3.7727,1.0,0.1353,-1.0,7.3891,0.9562,0.8492,0.6369
1974,SEC_C60-C63,CH2,2,3,4,33,34,23,False,6.3135,0.0018115942,3.2396,1.6094,1.1755,-0.5902,3.2554,-0.259,1.6786,-0.171,1.4078,-0.7557,4.533,0.8408,0.1861,-1.0,7.3891,0.9494,0.8101,0.5933
2008,SEC_C64-C68,CH2,2,2,5,28,29,23,False,6.3135,0.0018115942,5.3852,1.7918,1.6836,-0.492,2.6754,-0.0412,1.0858,-0.252,1.6552,-0.1717,1.4097,0.9705,0.1435,-1.0,7.3891,0.946,0.7844,0.6033
2037,SEC_C69-C72,CH2,2,3,4,71,72,23,False,6.3135,0.0018115942,4.1602,1.6094,1.4256,-0.5902,3.2554,-0.259,1.6786,0.2612,0.593,-0.4942,2.6871,0.8408,0.1861,-1.0,7.3891,0.9474,0.7891,0.6018
2109,SEC_C73-C75,CH2,2,3,3,23,24,23,False,6.3135,0.0018115942,2.8845,1.3863,1.0594,-0.6959,4.0223,-0.4938,2.6845,-0.3434,1.9874,-0.86,5.5843,0.686,0.2536,-1.0,7.3891,0.9527,0.8325,0.6374
2133,SEC_C7A,CH2,2,4,1,28,29,23,False,6.3135,0.0018115942,2.3206,0.6931,0.8418,-0.924,6.3469,-1.0,7.3891,-0.252,1.6552,-1.0,7.3891,0.2333,0.6271,-1.0,7.3891,0.9515,0.8441,0.5766
2162,SEC_C7B,CH2,2,3,1,10,11,23,False,6.3135,0.0018115942,2.224,0.6931,0.7993,-0.924,6.3469,-1.0,7.3891,-0.6646,3.7779,-1.0,7.3891,0.2333,0.6271,-1.0,7.3891,0.9526,0.8569,0.6373
2173,SEC_C76-C80,CH2,2,3,5,77,78,23,False,6.3135,0.0018115942,4.2727,1.7918,1.4522,-0.492,2.6754,-0.0412,1.0858,0.3123,0.5355,-0.4634,2.5263,0.9705,0.1435,-1.0,7.3891,0.945,0.8075,0.5931
2251,SEC_C81-C96,CH2,2,4,14,633,634,23,False,6.3135,0.0018115942,5.0179,2.7081,1.613,0.1603,0.7257,1.0,0.1353,1.0,0.1353,-0.2653,1.6999,1.0,0.1353,-1.0,7.3891,0.9016,0.7219,0.5597
2885,SEC_D00-D09,CH2,2,4,9,141,142,23,False,6.3135,0.0018115942,3.452,2.3026,1.239,-0.1611,1.3802,0.6934,0.2499,0.7242,0.235,-0.6941,4.0074,1.0,0.1353,-1.0,7.3891,0.9203,0.7852,0.5895
3027,SEC_D10-D36,CH2,2,4,27,313,314,23,False,6.3135,0.0018115942,4.2095,3.3322,1.4373,0.7568,0.2201,1.0,0.1353,1.0,0.1353,-0.4807,2.6152,1.0,0.1353,-1.0,7.3891,0.9168,0.7859,0.5916
3341,SEC_D3A,CH2,2,4,1,27,28,23,False,6.3135,0.0018115942,2.3003,0.6931,0.8331,-0.924,6.3469,-1.0,7.3891,-0.2693,1.7137,-1.0,7.3891,0.2333,0.6271,-1.0,7.3891,0.9578,0.8636,0.6003
3369,SEC_D37-D48,CH2,2,4,12,140,141,23,False,6.3135,0.0018115942,3.4459,2.5649,1.2372,0.0409,0.9214,1.0,0.1353,0.719,0.2374,-0.6958,4.0215,1.0,0.1353,-1.0,7.3891,0.925,0.7924,0.5913
3510,SEC_D49,CH2,2,4,1,18,19,23,False,6.3135,0.0018115942,2.0878,0.6931,0.7361,-0.924,6.3469,-1.0,7.3891,-0.449,2.4548,-1.0,7.3891,0.2333,0.6271,-1.0,7.3891,0.9504,0.8277,0.5882
3530,SEC_D50-D53,CH3,2,2,4,23,24,7,False,5.2149,0.0054347826,4.899,1.6094,1.589,-0.5902,3.2554,-0.259,1.6786,-0.3434,1.9874,-0.2962,1.8082,0.1214,0.7845,-1.0,7.3891,0.9456,0.785,0.6282
3554,SEC_D55-D59,CH3,2,4,5,96,97,7,False,5.2149,0.0054347826,3.1383,1.7918,1.1437,-0.492,2.6754,-0.0412,1.0858,0.456,0.4017,-0.7853,4.8096,0.2333,0.6271,-1.0,7.3891,0.9502,0.7826,0.5678
3651,SEC_D60-D64,CH3,2,4,5,37,38,7,False,5.2149,0.0054347826,2.4828,1.7918,0.9094,-0.492,2.6754,-0.0412,1.0858,-0.1122,1.2515,-0.9786,7.08,0.2333,0.6271,-1.0,7.3891,0.9607,0.8139,0.6023
3689,SEC_D65-D69,CH3,2,4,5,50,51,7,False,5.2149,0.0054347826,2.6723,1.7918,0.983,-0.492,2.6754,-0.0412,1.0858,0.0523,0.9008,-0.9227,6.3305,0.2333,0.6271,-1.0,7.3891,0.9613,0.828,0.6024
3740,SEC_D70-D77,CH3,2,4,8,74,75,7,False,5.2149,0.0054347826,2.9428,2.1972,1.0794,-0.2361,1.6036,0.5269,0.3486,0.2871,0.5631,-0.8428,5.3953,0.4929,0.3731,-1.0,7.3891,0.9524,0.8305,0.5987
3815,SEC_D78,CH3,2,3,1,18,19,7,False,5.2149,0.0054347826,2.6684,0.6931,0.9815,-0.924,6.3469,-1.0,7.3891,-0.449,2.4548,-0.9239,6.3452,-0.3967,2.2109,-1.0,7.3891,0.9544,0.8344,0.6153
3834,SEC_D80-D89,CH3,2,4,7,100,101,7,False,5.2149,0.0054347826,3.1702,2.0794,1.1538,-0.3158,1.8808,0.35,0.4966,0.4834,0.3803,-0.776,4.7207,0.416,0.4352,-1.0,7.3891,0.9355,0.7836,0.591
3936,SEC_E00-E07,CH4,2,3,8,63,64,10,False,5.5334,0.0039525692,4.0,2.1972,1.3863,-0.2361,1.6036,0.5269,0.3486,0.1879,0.6868,-0.5386,2.9365,0.7071,0.2431,-1.0,7.3891,0.941,0.8211,0.6243
4000,SEC_E08-E13,CH4,2,4,5,321,322,10,False,5.5334,0.0039525692,4.2361,1.7918,1.4436,-0.492,2.6754,-0.0412,1.0858,1.0,0.1353,-0.4734,2.5773,0.436,0.4181,-1.0,7.3891,0.9194,0.7533,0.5471
4322,SEC_E15-E16,CH4,2,3,2,13,14,10,False,5.5334,0.0039525692,2.4101,1.0986,0.8797,-0.809,5.0433,-0.7448,4.4356,-0.5749,3.1576,-1.0,7.3891,0.0064,0.9873,-1.0,7.3891,0.9595,0.8314,0.6215
4336,SEC_E20-E35,CH4,2,4,15,125,126,10,False,5.5334,0.0039525692,3.3504,2.7726,1.2091,0.2163,0.6488,1.0,0.1353,0.6378,0.2793,-0.7235,4.2501,1.0,0.1353,-1.0,7.3891,0.9173,0.8135,0.6009
4462,SEC_E36,CH4,2,3,1,8,9,10,False,5.5334,0.0039525692,2.0801,0.6931,0.7324,-0.924,6.3469,-1.0,7.3891,-0.7327,4.329,-1.0,7.3891,-0.2251,1.5686,-1.0,7.3891,0.9657,0.8565,0.6404
4471,SEC_E40-E46,CH4,2,2,7,9,10,10,False,5.5334,0.0039525692,3.1623,2.0794,1.1513,-0.3158,1.8808,0.35,0.4966,-0.6977,4.0363,-0.7783,4.7425,0.6268,0.2855,-1.0,7.3891,0.9881,0.8787,0.6661
4481,SEC_E50-E64,CH4,2,3,13,59,60,10,False,5.5334,0.0039525692,3.9149,2.6391,1.3648,0.102,0.8155,1.0,0.1353,0.1486,0.7429,-0.5624,3.0795,1.0,0.1353,-1.0,7.3891,0.9594,0.8069,0.6082
4541,SEC_E65-E68,CH4,2,4,4,22,23,10,False,5.5334,0.0039525692,2.1899,1.6094,0.7839,-0.5902,3.2554,-0.259,1.6786,-0.3633,2.0679,-1.0,7.3891,0.3189,0.5285,-1.0,7.3891,0.9563,0.8297,0.6062
4564,SEC_E70-E88,CH4,2,4,17,342,343,10,False,5.5334,0.0039525692,4.3035,2.8904,1.4594,0.3218,0.5254,1.0,0.1353,1.0,0.1353,-0.455,2.4841,1.0,0.1353,-1.0,7.3891,0.9162,0.789,0.5827
4907,SEC_E89,CH4,2,4,1,20,21,10,False,5.5334,0.0039525692,2.1407,0.6931,0.7611,-0.924,6.3469,-1.0,7.3891,-0.4048,2.2468,-1.0,7.3891,-0.2251,1.5686,-1.0,7.3891,0.9558,0.8268,0.6113
4929,SEC_F01-F09,CH5,2,4,8,123,124,11,False,5.6204,0.0036231884,3.337,2.1972,1.2051,-0.2361,1.6036,0.5269,0.3486,0.6264,0.2857,-0.7274,4.2832,0.7671,0.2156,-1.0,7.3891,0.9549,0.7699,0.571
5053,SEC_F10-F19,CH5,2,4,10,590,591,11,False,5.6204,0.0036231884,4.9306,2.3979,1.5955,-0.0902,1.1978,0.8508,0.1824,1.0,0.1353,-0.2879,1.7787,0.9082,0.1626,-1.0,7.3891,0.9275,0.7432,0.5356
5644,SEC_F20-F29,CH5,2,3,8,21,22,11,False,5.6204,0.0036231884,2.802,2.1972,1.0303,-0.2361,1.6036,0.5269,0.3486,-0.3837,2.1541,-0.8843,5.8631,0.7671,0.2156,-1.0,7.3891,0.9667,0.8651,0.6488
5666,SEC_F30-F39,CH5,2,3,6,76,77,11,False,5.6204,0.0036231884,4.2543,1.9459,1.4479,-0.4009,2.2295,0.1612,0.7244,0.304,0.5445,-0.4684,2.5517,0.5955,0.3039,-1.0,7.3891,0.9472,0.8057,0.6018
5743,SEC_F40-F48,CH5,2,4,7,92,93,11,False,5.6204,0.0036231884,3.1054,2.0794,1.1331,-0.3158,1.8808,0.35,0.4966,0.4277,0.4251,-0.7949,4.9032,0.686,0.2536,-1.0,7.3891,0.9437,0.7967,0.603
5836,SEC_F50-F59,CH5,2,4,7,81,82,11,False,5.6204,0.0036231884,3.0092,2.0794,1.1017,-0.3158,1.8808,0.35,0.4966,0.3446,0.502,-0.8232,5.1884,0.686,0.2536,-1.0,7.3891,0.9505,0.7814,0.5764
5918,SEC_F60-F69,CH5,2,3,7,52,53,11,False,5.6204,0.0036231884,3.7563,2.0794,1.3234,-0.3158,1.8808,0.35,0.4966,0.0747,0.8612,-0.6071,3.3674,0.686,0.2536,-1.0,7.3891,0.9603,0.8316,0.6244
5971,SEC_F70-F79,CH5,2,3,6,9,10,11,False,5.6204,0.0036231884,2.1544,1.9459,0.7675,-0.4009,2.2295,0.1612,0.7244,-0.6977,4.0363,-1.0,7.3891,0.5955,0.3039,-1.0,7.3891,0.9691,0.8639,0.642
5981,SEC_F80-F89,CH5,2,3,6,27,28,11,False,5.6204,0.0036231884,3.0366,1.9459,1.1107,-0.4009,2.2295,0.1612,0.7244,-0.2693,1.7137,-0.8152,5.1055,0.5955,0.3039,-1.0,7.3891,0.9585,0.7989,0.5973
6009,SEC_F90-F98,CH5,2,3,6,40,41,11,False,5.6204,0.0036231884,3.4482,1.9459,1.2379,-0.4009,2.2295,0.1612,0.7244,-0.0709,1.1524,-0.6952,4.0162,0.5955,0.3039,-1.0,7.3891,0.942,0.8387,0.6015
6050,SEC_F99,CH5,2,1,1,1,2,11,False,5.6204,0.0036231884,2.0,0.6931,0.6931,-0.924,6.3469,-1.0,7.3891,-1.0,7.3891,-1.0,7.3891,-0.1767,1.4238,-1.0,7.3891,0.9861,0.9061,0.6911
6053,SEC_G00-G09,CH6,2,3,10,44,45,11,False,5.6204,0.0036231884,3.5569,2.3979,1.2689,-0.0902,1.1978,0.8508,0.1824,-0.0193,1.0393,-0.6639,3.7727,0.9082,0.1626,-1.0,7.3891,0.9591,0.7953,0.6083
6098,SEC_G10-G14,CH6,2,3,5,33,34,11,False,5.6204,0.0036231884,3.2396,1.7918,1.1755,-0.492,2.6754,-0.0412,1.0858,-0.171,1.4078,-0.7557,4.533,0.4929,0.3731,-1.0,7.3891,0.9542,0.7966,0.6109
6132,SEC_G20-G26,CH6,2,3,6,58,59,11,False,5.6204,0.0036231884,3.893,1.9459,1.3592,-0.4009,2.2295,0.1612,0.7244,0.1384,0.7582,-0.5685,3.1176,0.5955,0.3039,-1.0,7.3891,0.9513,0.8105,0.6056
6191,SEC_G30-G32,CH6,2,3,3,26,27,11,False,5.6204,0.0036231884,3.0,1.3863,1.0986,-0.6959,4.0223,-0.4938,2.6845,-0.2871,1.7758,-0.8259,5.2166,0.2333,0.6271,-1.0,7.3891,0.9581,0.8195,0.6136
6218,SEC_G35-G37,CH6,2,3,3,17,18,11,False,5.6204,0.0036231884,2.6207,1.3863,0.9635,-0.6959,4.0223,-0.4938,2.6845,-0.4723,2.5718,-0.9379,6.5266,0.2333,0.6271,-1.0,7.3891,0.9531,0.8096,0.6204
6236,SEC_G40-G47,CH6,2,4,6,307,308,11,False,5.6204,0.0036231884,4.1893,1.9459,1.4325,-0.4009,2.2295,0.1612,0.7244,1.0,0.1353,-0.4862,2.6444,0.5955,0.3039,-1.0,7.3891,0.9356,0.7701,0.5758
6544,SEC_G50-G59,CH6,2,3,10,131,132,11,False,5.6204,0.0036231884,5.0916,2.3979,1.6276,-0.0902,1.1978,0.8508,0.1824,0.6711,0.2612,-0.2463,1.6366,0.9082,0.1626,-1.0,7.3891,0.9615,0.8091,0.6084
6676,SEC_G60-G65,CH6,2,3,6,30,31,11,False,5.6204,0.0036231884,3.1414,1.9459,1.1447,-0.4009,2.2295,0.1612,0.7244,-0.2185,1.548,-0.7844,4.8009,0.5955,0.3039,-1.0,7.3891,0.9548,0.7808,0.5951
6707,SEC_G70-G73,CH6,2,5,4,61,62,11,False,5.6204,0.0036231884,2.2829,1.6094,0.8254,-0.5902,3.2554,-0.259,1.6786,0.1685,0.714,-1.0,7.3891,0.3744,0.4729,-1.0,7.3891,0.9469,0.8117,0.5894
