idx,code,parent_code,type,chapter,section,depth,branching_factor,subtree_size,is_leaf,description
0,ROOT,,root,,,0,22,46816,0,ICD-10-CM root
1,CH1,ROOT,chapter,1,,1,22,1329,0,Certain infectious and parasitic diseases (A00-B99)
2,SEC_A00-A09,CH1,section,1,SEC_A00-A09,2,10,94,0,Intestinal infectious diseases (A00-A09)
3,A00,SEC_A00-A09,diagnosis,1,SEC_A00-A09,3,3,3,0,Cholera
4,A00.0,A00,diagnosis,1,SEC_A00-A09,4,0,0,1,"Cholera due to Vibrio cholerae 01, biovar cholerae"
5,A00.1,A00,diagnosis,1,SEC_A00-A09,4,0,0,1,"Cholera due to Vibrio cholerae 01, biovar eltor"
6,A00.9,A00,diagnosis,1,SEC_A00-A09,4,0,0,1,"Cholera, unspecified"
7,A01,SEC_A00-A09,diagnosis,1,SEC_A00-A09,3,5,12,0,Typhoid and paratyphoid fevers
8,A01.0,A01,diagnosis,1,SEC_A00-A09,4,7,7,0,Typhoid fever
9,A01.00,A01.0,diagnosis,1,SEC_A00-A09,5,0,0,1,"Typhoid fever, unspecified"
10,A01.01,A01.0,diagnosis,1,SEC_A00-A09,5,0,0,1,Typhoid meningitis
11,A01.02,A01.0,diagnosis,1,SEC_A00-A09,5,0,0,1,Typhoid fever with heart involvement
12,A01.03,A01.0,diagnosis,1,SEC_A00-A09,5,0,0,1,Typhoid pneumonia
13,A01.04,A01.0,diagnosis,1,SEC_A00-A09,5,0,0,1,Typhoid arthritis
14,A01.05,A01.0,diagnosis,1,SEC_A00-A09,5,0,0,1,Typhoid osteomyelitis
15,A01.09,A01.0,diagnosis,1,SEC_A00-A09,5,0,0,1,Typhoid fever with other complications
16,A01.1,A01,diagnosis,1,SEC_A00-A09,4,0,0,1,Paratyphoid fever A
17,A01.2,A01,diagnosis,1,SEC_A00-A09,4,0,0,1,Paratyphoid fever B
18,A01.3,A01,diagnosis,1,SEC_A00-A09,4,0,0,1,Paratyphoid fever C
19,A01.4,A01,diagnosis,1,SEC_A00-A09,4,0,0,1,"Paratyphoid fever, unspecified"
20,A02,SEC_A00-A09,diagnosis,1,SEC_A00-A09,3,5,12,0,Other salmonella infections
21,A02.0,A02,diagnosis,1,SEC_A00-A09,4,0,0,1,Salmonella enteritis
22,A02.1,A02,diagnosis,1,SEC_A00-A09,4,0,0,1,Salmonella sepsis
23,A02.2,A02,diagnosis,1,SEC_A00-A09,4,7,7,0,Localized salmonella infections
24,A02.20,A02.2,diagnosis,1,SEC_A00-A09,5,0,0,1,"Localized salmonella infection, unspecified"
25,A02.21,A02.2,diagnosis,1,SEC_A00-A09,5,0,0,1,Salmonella meningitis
26,A02.22,A02.2,diagnosis,1,SEC_A00-A09,5,0,0,1,Salmonella pneumonia
27,A02.23,A02.2,diagnosis,1,SEC_A00-A09,5,0,0,1,Salmonella arthritis
28,A02.24,A02.2,diagnosis,1,SEC_A00-A09,5,0,0,1,Salmonella osteomyelitis
29,A02.25,A02.2,diagnosis,1,SEC_A00-A09,5,0,0,1,Salmonella pyelonephritis
30,A02.29,A02.2,diagnosis,1,SEC_A00-A09,5,0,0,1,Salmonella with other localized infection
31,A02.8,A02,diagnosis,1,SEC_A00-A09,4,0,0,1,Other specified salmonella infections
32,A02.9,A02,diagnosis,1,SEC_A00-A09,4,0,0,1,"Salmonella infection, unspecified"
33,A03,SEC_A00-A09,diagnosis,1,SEC_A00-A09,3,6,6,0,Shigellosis
34,A03.0,A03,diagnosis,1,SEC_A00-A09,4,0,0,1,Shigellosis due to Shigella dysenteriae
35,A03.1,A03,diagnosis,1,SEC_A00-A09,4,0,0,1,Shigellosis due to Shigella flexneri
36,A03.2,A03,diagnosis,1,SEC_A00-A09,4,0,0,1,Shigellosis due to Shigella boydii
37,A03.3,A03,diagnosis,1,SEC_A00-A09,4,0,0,1,Shigellosis due to Shigella sonnei
38,A03.8,A03,diagnosis,1,SEC_A00-A09,4,0,0,1,Other shigellosis
39,A03.9,A03,diagnosis,1,SEC_A00-A09,4,0,0,1,"Shigellosis, unspecified"
40,A04,SEC_A00-A09,diagnosis,1,SEC_A00-A09,3,10,12,0,Other bacterial intestinal infections
41,A04.0,A04,diagnosis,1,SEC_A00-A09,4,0,0,1,Enteropathogenic Escherichia coli infection
42,A04.1,A04,diagnosis,1,SEC_A00-A09,4,0,0,1,Enterotoxigenic Escherichia coli infection
43,A04.2,A04,diagnosis,1,SEC_A00-A09,4,0,0,1,Enteroinvasive Escherichia coli infection
44,A04.3,A04,diagnosis,1,SEC_A00-A09,4,0,0,1,Enterohemorrhagic Escherichia coli infection
45,A04.4,A04,diagnosis,1,SEC_A00-A09,4,0,0,1,Other intestinal Escherichia coli infections
46,A04.5,A04,diagnosis,1,SEC_A00-A09,4,0,0,1,Campylobacter enteritis
47,A04.6,A04,diagnosis,1,SEC_A00-A09,4,0,0,1,Enteritis due to Yersinia enterocolitica
48,A04.7,A04,diagnosis,1,SEC_A00-A09,4,2,2,0,Enterocolitis due to Clostridium difficile
49,A04.71,A04.7,diagnosis,1,SEC_A00-A09,5,0,0,1,"Enterocolitis due to Clostridium difficile, recurrent"
50,A04.72,A04.7,diagnosis,1,SEC_A00-A09,5,0,0,1,"Enterocolitis due to Clostridium difficile, not specified as recurrent"
51,A04.8,A04,diagnosis,1,SEC_A00-A09,4,0,0,1,Other specified bacterial intestinal infections
52,A04.9,A04,diagnosis,1,SEC_A00-A09,4,0,0,1,"Bacterial intestinal infection, unspecified"
53,A05,SEC_A00-A09,diagnosis,1,SEC_A00-A09,3,8,8,0,"Other bacterial foodborne intoxications, not elsewhere classified"
54,A05.0,A05,diagnosis,1,SEC_A00-A09,4,0,0,1,Foodborne staphylococcal intoxication
55,A05.1,A05,diagnosis,1,SEC_A00-A09,4,0,0,1,Botulism food poisoning
56,A05.2,A05,diagnosis,1,SEC_A00-A09,4,0,0,1,Foodborne Clostridium perfringens [Clostridium welchii] intoxication
57,A05.3,A05,diagnosis,1,SEC_A00-A09,4,0,0,1,Foodborne Vibrio parahaemolyticus intoxication
58,A05.4,A05,diagnosis,1,SEC_A00-A09,4,0,0,1,Foodborne Bacillus cereus intoxication
59,A05.5,A05,diagnosis,1,SEC_A00-A09,4,0,0,1,Foodborne Vibrio vulnificus intoxication
60,A05.8,A05,diagnosis,1,SEC_A00-A09,4,0,0,1,Other specified bacterial foodborne intoxications
61,A05.9,A05,diagnosis,1,SEC_A00-A09,4,0,0,1,"Bacterial foodborne intoxication, unspecified"
62,A06,SEC_A00-A09,diagnosis,1,SEC_A00-A09,3,10,13,0,Amebiasis
63,A06.0,A06,diagnosis,1,SEC_A00-A09,4,0,0,1,Acute amebic dysentery
64,A06.1,A06,diagnosis,1,SEC_A00-A09,4,0,0,1,Chronic intestinal amebiasis
65,A06.2,A06,diagnosis,1,SEC_A00-A09,4,0,0,1,Amebic nondysenteric colitis
66,A06.3,A06,diagnosis,1,SEC_A00-A09,4,0,0,1,Ameboma of intestine
67,A06.4,A06,diagnosis,1,SEC_A00-A09,4,0,0,1,Amebic liver abscess
68,A06.5,A06,diagnosis,1,SEC_A00-A09,4,0,0,1,Amebic lung abscess
69,A06.6,A06,diagnosis,1,SEC_A00-A09,4,0,0,1,Amebic brain abscess
70,A06.7,A06,diagnosis,1,SEC_A00-A09,4,0,0,1,Cutaneous amebiasis
71,A06.8,A06,diagnosis,1,SEC_A00-A09,4,3,3,0,Amebic infection of other sites
72,A06.81,A06.8,diagnosis,1,SEC_A00-A09,5,0,0,1,Amebic cystitis
73,A06.82,A06.8,diagnosis,1,SEC_A00-A09,5,0,0,1,Other amebic genitourinary infections
74,A06.89,A06.8,diagnosis,1,SEC_A00-A09,5,0,0,1,Other amebic infections
75,A06.9,A06,diagnosis,1,SEC_A00-A09,4,0,0,1,"Amebiasis, unspecified"
76,A07,SEC_A00-A09,diagnosis,1,SEC_A00-A09,3,7,7,0,Other protozoal intestinal diseases
77,A07.0,A07,diagnosis,1,SEC_A00-A09,4,0,0,1,Balantidiasis
78,A07.1,A07,diagnosis,1,SEC_A00-A09,4,0,0,1,Giardiasis [lambliasis]
79,A07.2,A07,diagnosis,1,SEC_A00-A09,4,0,0,1,Cryptosporidiosis
80,A07.3,A07,diagnosis,1,SEC_A00-A09,4,0,0,1,Isosporiasis
81,A07.4,A07,diagnosis,1,SEC_A00-A09,4,0,0,1,Cyclosporiasis
82,A07.8,A07,diagnosis,1,SEC_A00-A09,4,0,0,1,Other specified protozoal intestinal diseases
83,A07.9,A07,diagnosis,1,SEC_A00-A09,4,0,0,1,"Protozoal intestinal disease, unspecified"
84,A08,SEC_A00-A09,diagnosis,1,SEC_A00-A09,3,6,11,0,Viral and other specified intestinal infections
85,A08.0,A08,diagnosis,1,SEC_A00-A09,4,0,0,1,Rotaviral enteritis
86,A08.1,A08,diagnosis,1,SEC_A00-A09,4,2,2,0,Acute gastroenteropathy due to Norwalk agent and other small round viruses
87,A08.11,A08.1,diagnosis,1,SEC_A00-A09,5,0,0,1,Acute gastroenteropathy due to Norwalk agent
88,A08.19,A08.1,diagnosis,1,SEC_A00-A09,5,0,0,1,Acute gastroenteropathy due to other small round viruses
89,A08.2,A08,diagnosis,1,SEC_A00-A09,4,0,0,1,Adenoviral enteritis
90,A08.3,A08,diagnosis,1,SEC_A00-A09,4,3,3,0,Other viral enteritis
91,A08.31,A08.3,diagnosis,1,SEC_A00-A09,5,0,0,1,Calicivirus enteritis
92,A08.32,A08.3,diagnosis,1,SEC_A00-A09,5,0,0,1,Astrovirus enteritis
93,A08.39,A08.3,diagnosis,1,SEC_A00-A09,5,0,0,1,Other viral enteritis
94,A08.4,A08,diagnosis,1,SEC_A00-A09,4,0,0,1,"Viral intestinal infection, unspecified"
95,A08.8,A08,diagnosis,1,SEC_A00-A09,4,0,0,1,Other specified intestinal infections
96,A09,SEC_A00-A09,diagnosis,1,SEC_A00-A09,3,0,0,1,"Infectious gastroenteritis and colitis, unspecified"
97,SEC_A15-A19,CH1,section,1,SEC_A15-A19,2,4,61,0,Tuberculosis (A15-A19)
98,A15,SEC_A15-A19,diagnosis,1,SEC_A15-A19,3,7,7,0,Respiratory tuberculosis
99,A15.0,A15,diagnosis,1,SEC_A15-A19,4,0,0,1,Tuberculosis of lung
100,A15.4,A15,diagnosis,1,SEC_A15-A19,4,0,0,1,Tuberculosis of intrathoracic lymph nodes
101,A15.5,A15,diagnosis,1,SEC_A15-A19,4,0,0,1,"Tuberculosis of larynx, trachea and bronchus"
102,A15.6,A15,diagnosis,1,SEC_A15-A19,4,0,0,1,Tuberculous pleurisy
103,A15.7,A15,diagnosis,1,SEC_A15-A19,4,0,0,1,Primary respiratory tuberculosis
104,A15.8,A15,diagnosis,1,SEC_A15-A19,4,0,0,1,Other respiratory tuberculosis
105,A15.9,A15,diagnosis,1,SEC_A15-A19,4,0,0,1,Respiratory tuberculosis unspecified
106,A17,SEC_A15-A19,diagnosis,1,SEC_A15-A19,3,4,8,0,Tuberculosis of nervous system
107,A17.0,A17,diagnosis,1,SEC_A15-A19,4,0,0,1,Tuberculous meningitis
108,A17.1,A17,diagnosis,1,SEC_A15-A19,4,0,0,1,Meningeal tuberculoma
109,A17.8,A17,diagnosis,1,SEC_A15-A19,4,4,4,0,Other tuberculosis of nervous system
110,A17.81,A17.8,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculoma of brain and spinal cord
111,A17.82,A17.8,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculous meningoencephalitis
112,A17.83,A17.8,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculous neuritis
113,A17.89,A17.8,diagnosis,1,SEC_A15-A19,5,0,0,1,Other tuberculosis of nervous system
114,A17.9,A17,diagnosis,1,SEC_A15-A19,4,0,0,1,"Tuberculosis of nervous system, unspecified"
115,A18,SEC_A15-A19,diagnosis,1,SEC_A15-A19,3,9,37,0,Tuberculosis of other organs
116,A18.0,A18,diagnosis,1,SEC_A15-A19,4,4,4,0,Tuberculosis of bones and joints
117,A18.01,A18.0,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculosis of spine
118,A18.02,A18.0,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculous arthritis of other joints
119,A18.03,A18.0,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculosis of other bones
120,A18.09,A18.0,diagnosis,1,SEC_A15-A19,5,0,0,1,Other musculoskeletal tuberculosis
121,A18.1,A18,diagnosis,1,SEC_A15-A19,4,9,9,0,Tuberculosis of genitourinary system
122,A18.10,A18.1,diagnosis,1,SEC_A15-A19,5,0,0,1,"Tuberculosis of genitourinary system, unspecified"
123,A18.11,A18.1,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculosis of kidney and ureter
124,A18.12,A18.1,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculosis of bladder
125,A18.13,A18.1,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculosis of other urinary organs
126,A18.14,A18.1,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculosis of prostate
127,A18.15,A18.1,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculosis of other male genital organs
128,A18.16,A18.1,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculosis of cervix
129,A18.17,A18.1,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculous female pelvic inflammatory disease
130,A18.18,A18.1,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculosis of other female genital organs
131,A18.2,A18,diagnosis,1,SEC_A15-A19,4,0,0,1,Tuberculous peripheral lymphadenopathy
132,A18.3,A18,diagnosis,1,SEC_A15-A19,4,3,3,0,"Tuberculosis of intestines, peritoneum and mesenteric glands"
133,A18.31,A18.3,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculous peritonitis
134,A18.32,A18.3,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculous enteritis
135,A18.39,A18.3,diagnosis,1,SEC_A15-A19,5,0,0,1,Retroperitoneal tuberculosis
136,A18.4,A18,diagnosis,1,SEC_A15-A19,4,0,0,1,Tuberculosis of skin and subcutaneous tissue
137,A18.5,A18,diagnosis,1,SEC_A15-A19,4,6,6,0,Tuberculosis of eye
138,A18.50,A18.5,diagnosis,1,SEC_A15-A19,5,0,0,1,"Tuberculosis of eye, unspecified"
139,A18.51,A18.5,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculous episcleritis
140,A18.52,A18.5,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculous keratitis
141,A18.53,A18.5,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculous chorioretinitis
142,A18.54,A18.5,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculous iridocyclitis
143,A18.59,A18.5,diagnosis,1,SEC_A15-A19,5,0,0,1,Other tuberculosis of eye
144,A18.6,A18,diagnosis,1,SEC_A15-A19,4,0,0,1,Tuberculosis of (inner) (middle) ear
145,A18.7,A18,diagnosis,1,SEC_A15-A19,4,0,0,1,Tuberculosis of adrenal glands
146,A18.8,A18,diagnosis,1,SEC_A15-A19,4,6,6,0,Tuberculosis of other specified organs
147,A18.81,A18.8,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculosis of thyroid gland
148,A18.82,A18.8,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculosis of other endocrine glands
149,A18.83,A18.8,diagnosis,1,SEC_A15-A19,5,0,0,1,"Tuberculosis of digestive tract organs, not elsewhere classified"
150,A18.84,A18.8,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculosis of heart
151,A18.85,A18.8,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculosis of spleen
152,A18.89,A18.8,diagnosis,1,SEC_A15-A19,5,0,0,1,Tuberculosis of other sites
153,A19,SEC_A15-A19,diagnosis,1,SEC_A15-A19,3,5,5,0,Miliary tuberculosis
154,A19.0,A19,diagnosis,1,SEC_A15-A19,4,0,0,1,Acute miliary tuberculosis of a single specified site
155,A19.1,A19,diagnosis,1,SEC_A15-A19,4,0,0,1,Acute miliary tuberculosis of multiple sites
156,A19.2,A19,diagnosis,1,SEC_A15-A19,4,0,0,1,"Acute miliary tuberculosis, unspecified"
157,A19.8,A19,diagnosis,1,SEC_A15-A19,4,0,0,1,Other miliary tuberculosis
158,A19.9,A19,diagnosis,1,SEC_A15-A19,4,0,0,1,"Miliary tuberculosis, unspecified"
159,SEC_A20-A28,CH1,section,1,SEC_A20-A28,2,9,57,0,Certain zoonotic bacterial diseases (A20-A28)
160,A20,SEC_A20-A28,diagnosis,1,SEC_A20-A28,3,7,7,0,Plague
161,A20.0,A20,diagnosis,1,SEC_A20-A28,4,0,0,1,Bubonic plague
162,A20.1,A20,diagnosis,1,SEC_A20-A28,4,0,0,1,Cellulocutaneous plague
163,A20.2,A20,diagnosis,1,SEC_A20-A28,4,0,0,1,Pneumonic plague
164,A20.3,A20,diagnosis,1,SEC_A20-A28,4,0,0,1,Plague meningitis
165,A20.7,A20,diagnosis,1,SEC_A20-A28,4,0,0,1,Septicemic plague
166,A20.8,A20,diagnosis,1,SEC_A20-A28,4,0,0,1,Other forms of plague
167,A20.9,A20,diagnosis,1,SEC_A20-A28,4,0,0,1,"Plague, unspecified"
168,A21,SEC_A20-A28,diagnosis,1,SEC_A20-A28,3,7,7,0,Tularemia
169,A21.0,A21,diagnosis,1,SEC_A20-A28,4,0,0,1,Ulceroglandular tularemia
170,A21.1,A21,diagnosis,1,SEC_A20-A28,4,0,0,1,Oculoglandular tularemia
171,A21.2,A21,diagnosis,1,SEC_A20-A28,4,0,0,1,Pulmonary tularemia
172,A21.3,A21,diagnosis,1,SEC_A20-A28,4,0,0,1,Gastrointestinal tularemia
173,A21.7,A21,diagnosis,1,SEC_A20-A28,4,0,0,1,Generalized tularemia
174,A21.8,A21,diagnosis,1,SEC_A20-A28,4,0,0,1,Other forms of tularemia
175,A21.9,A21,diagnosis,1,SEC_A20-A28,4,0,0,1,"Tularemia, unspecified"
176,A22,SEC_A20-A28,diagnosis,1,SEC_A20-A28,3,6,6,0,Anthrax
177,A22.0,A22,diagnosis,1,SEC_A20-A28,4,0,0,1,Cutaneous anthrax
178,A22.1,A22,diagnosis,1,SEC_A20-A28,4,0,0,1,Pulmonary anthrax
179,A22.2,A22,diagnosis,1,SEC_A20-A28,4,0,0,1,Gastrointestinal anthrax
180,A22.7,A22,diagnosis,1,SEC_A20-A28,4,0,0,1,Anthrax sepsis
181,A22.8,A22,diagnosis,1,SEC_A20-A28,4,0,0,1,Other forms of anthrax
182,A22.9,A22,diagnosis,1,SEC_A20-A28,4,0,0,1,"Anthrax, unspecified"
183,A23,SEC_A20-A28,diagnosis,1,SEC_A20-A28,3,6,6,0,Brucellosis
184,A23.0,A23,diagnosis,1,SEC_A20-A28,4,0,0,1,Brucellosis due to Brucella melitensis
185,A23.1,A23,diagnosis,1,SEC_A20-A28,4,0,0,1,Brucellosis due to Brucella abortus
186,A23.2,A23,diagnosis,1,SEC_A20-A28,4,0,0,1,Brucellosis due to Brucella suis
187,A23.3,A23,diagnosis,1,SEC_A20-A28,4,0,0,1,Brucellosis due to Brucella canis
188,A23.8,A23,diagnosis,1,SEC_A20-A28,4,0,0,1,Other brucellosis
189,A23.9,A23,diagnosis,1,SEC_A20-A28,4,0,0,1,"Brucellosis, unspecified"
190,A24,SEC_A20-A28,diagnosis,1,SEC_A20-A28,3,5,5,0,Glanders and melioidosis
191,A24.0,A24,diagnosis,1,SEC_A20-A28,4,0,0,1,Glanders
192,A24.1,A24,diagnosis,1,SEC_A20-A28,4,0,0,1,Acute and fulminating melioidosis
193,A24.2,A24,diagnosis,1,SEC_A20-A28,4,0,0,1,Subacute and chronic melioidosis
194,A24.3,A24,diagnosis,1,SEC_A20-A28,4,0,0,1,Other melioidosis
195,A24.9,A24,diagnosis,1,SEC_A20-A28,4,0,0,1,"Melioidosis, unspecified"
196,A25,SEC_A20-A28,diagnosis,1,SEC_A20-A28,3,3,3,0,Rat-bite fevers
197,A25.0,A25,diagnosis,1,SEC_A20-A28,4,0,0,1,Spirillosis
198,A25.1,A25,diagnosis,1,SEC_A20-A28,4,0,0,1,Streptobacillosis
199,A25.9,A25,diagnosis,1,SEC_A20-A28,4,0,0,1,"Rat-bite fever, unspecified"
200,A26,SEC_A20-A28,diagnosis,1,SEC_A20-A28,3,4,4,0,Erysipeloid
201,A26.0,A26,diagnosis,1,SEC_A20-A28,4,0,0,1,Cutaneous erysipeloid
202,A26.7,A26,diagnosis,1,SEC_A20-A28,4,0,0,1,Erysipelothrix sepsis
203,A26.8,A26,diagnosis,1,SEC_A20-A28,4,0,0,1,Other forms of erysipeloid
204,A26.9,A26,diagnosis,1,SEC_A20-A28,4,0,0,1,"Erysipeloid, unspecified"
205,A27,SEC_A20-A28,diagnosis,1,SEC_A20-A28,3,3,5,0,Leptospirosis
206,A27.0,A27,diagnosis,1,SEC_A20-A28,4,0,0,1,Leptospirosis icterohemorrhagica
207,A27.8,A27,diagnosis,1,SEC_A20-A28,4,2,2,0,Other forms of leptospirosis
208,A27.81,A27.8,diagnosis,1,SEC_A20-A28,5,0,0,1,Aseptic meningitis in leptospirosis
209,A27.89,A27.8,diagnosis,1,SEC_A20-A28,5,0,0,1,Other forms of leptospirosis
210,A27.9,A27,diagnosis,1,SEC_A20-A28,4,0,0,1,"Leptospirosis, unspecified"
211,A28,SEC_A20-A28,diagnosis,1,SEC_A20-A28,3,5,5,0,"Other zoonotic bacterial diseases, not elsewhere classified"
212,A28.0,A28,diagnosis,1,SEC_A20-A28,4,0,0,1,Pasteurellosis
213,A28.1,A28,diagnosis,1,SEC_A20-A28,4,0,0,1,Cat-scratch disease
214,A28.2,A28,diagnosis,1,SEC_A20-A28,4,0,0,1,Extraintestinal yersiniosis
215,A28.8,A28,diagnosis,1,SEC_A20-A28,4,0,0,1,"Other specified zoonotic bacterial diseases, not elsewhere classified"
216,A28.9,A28,diagnosis,1,SEC_A20-A28,4,0,0,1,"Zoonotic bacterial disease, unspecified"
217,SEC_A30-A49,CH1,section,1,SEC_A30-A49,2,18,144,0,Other bacterial diseases (A30-A49)
218,A30,SEC_A30-A49,diagnosis,1,SEC_A30-A49,3,8,8,0,Leprosy [Hansen's disease]
219,A30.0,A30,diagnosis,1,SEC_A30-A49,4,0,0,1,Indeterminate leprosy
220,A30.1,A30,diagnosis,1,SEC_A30-A49,4,0,0,1,Tuberculoid leprosy
221,A30.2,A30,diagnosis,1,SEC_A30-A49,4,0,0,1,Borderline tuberculoid leprosy
222,A30.3,A30,diagnosis,1,SEC_A30-A49,4,0,0,1,Borderline leprosy
223,A30.4,A30,diagnosis,1,SEC_A30-A49,4,0,0,1,Borderline lepromatous leprosy
224,A30.5,A30,diagnosis,1,SEC_A30-A49,4,0,0,1,Lepromatous leprosy
225,A30.8,A30,diagnosis,1,SEC_A30-A49,4,0,0,1,Other forms of leprosy
226,A30.9,A30,diagnosis,1,SEC_A30-A49,4,0,0,1,"Leprosy, unspecified"
227,A31,SEC_A30-A49,diagnosis,1,SEC_A30-A49,3,5,5,0,Infection due to other mycobacteria
228,A31.0,A31,diagnosis,1,SEC_A30-A49,4,0,0,1,Pulmonary mycobacterial infection
229,A31.1,A31,diagnosis,1,SEC_A30-A49,4,0,0,1,Cutaneous mycobacterial infection
230,A31.2,A31,diagnosis,1,SEC_A30-A49,4,0,0,1,Disseminated mycobacterium avium-intracellulare complex (DMAC)
231,A31.8,A31,diagnosis,1,SEC_A30-A49,4,0,0,1,Other mycobacterial infections
232,A31.9,A31,diagnosis,1,SEC_A30-A49,4,0,0,1,"Mycobacterial infection, unspecified"
233,A32,SEC_A30-A49,diagnosis,1,SEC_A30-A49,3,5,10,0,Listeriosis
234,A32.0,A32,diagnosis,1,SEC_A30-A49,4,0,0,1,Cutaneous listeriosis
235,A32.1,A32,diagnosis,1,SEC_A30-A49,4,2,2,0,Listerial meningitis and meningoencephalitis
236,A32.11,A32.1,diagnosis,1,SEC_A30-A49,5,0,0,1,Listerial meningitis
237,A32.12,A32.1,diagnosis,1,SEC_A30-A49,5,0,0,1,Listerial meningoencephalitis
238,A32.7,A32,diagnosis,1,SEC_A30-A49,4,0,0,1,Listerial sepsis
239,A32.8,A32,diagnosis,1,SEC_A30-A49,4,3,3,0,Other forms of listeriosis
240,A32.81,A32.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Oculoglandular listeriosis
241,A32.82,A32.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Listerial endocarditis
242,A32.89,A32.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Other forms of listeriosis
243,A32.9,A32,diagnosis,1,SEC_A30-A49,4,0,0,1,"Listeriosis, unspecified"
244,A33,SEC_A30-A49,diagnosis,1,SEC_A30-A49,3,0,0,1,Tetanus neonatorum
245,A34,SEC_A30-A49,diagnosis,1,SEC_A30-A49,3,0,0,1,Obstetrical tetanus
246,A35,SEC_A30-A49,diagnosis,1,SEC_A30-A49,3,0,0,1,Other tetanus
247,A36,SEC_A30-A49,diagnosis,1,SEC_A30-A49,3,6,13,0,Diphtheria
248,A36.0,A36,diagnosis,1,SEC_A30-A49,4,0,0,1,Pharyngeal diphtheria
249,A36.1,A36,diagnosis,1,SEC_A30-A49,4,0,0,1,Nasopharyngeal diphtheria
250,A36.2,A36,diagnosis,1,SEC_A30-A49,4,0,0,1,Laryngeal diphtheria
251,A36.3,A36,diagnosis,1,SEC_A30-A49,4,0,0,1,Cutaneous diphtheria
252,A36.8,A36,diagnosis,1,SEC_A30-A49,4,7,7,0,Other diphtheria
253,A36.81,A36.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Diphtheritic cardiomyopathy
254,A36.82,A36.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Diphtheritic radiculomyelitis
255,A36.83,A36.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Diphtheritic polyneuritis
256,A36.84,A36.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Diphtheritic tubulo-interstitial nephropathy
257,A36.85,A36.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Diphtheritic cystitis
258,A36.86,A36.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Diphtheritic conjunctivitis
259,A36.89,A36.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Other diphtheritic complications
260,A36.9,A36,diagnosis,1,SEC_A30-A49,4,0,0,1,"Diphtheria, unspecified"
261,A37,SEC_A30-A49,diagnosis,1,SEC_A30-A49,3,4,12,0,Whooping cough
262,A37.0,A37,diagnosis,1,SEC_A30-A49,4,2,2,0,Whooping cough due to Bordetella pertussis
263,A37.00,A37.0,diagnosis,1,SEC_A30-A49,5,0,0,1,Whooping cough due to Bordetella pertussis without pneumonia
264,A37.01,A37.0,diagnosis,1,SEC_A30-A49,5,0,0,1,Whooping cough due to Bordetella pertussis with pneumonia
265,A37.1,A37,diagnosis,1,SEC_A30-A49,4,2,2,0,Whooping cough due to Bordetella parapertussis
266,A37.10,A37.1,diagnosis,1,SEC_A30-A49,5,0,0,1,Whooping cough due to Bordetella parapertussis without pneumonia
267,A37.11,A37.1,diagnosis,1,SEC_A30-A49,5,0,0,1,Whooping cough due to Bordetella parapertussis with pneumonia
268,A37.8,A37,diagnosis,1,SEC_A30-A49,4,2,2,0,Whooping cough due to other Bordetella species
269,A37.80,A37.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Whooping cough due to other Bordetella species without pneumonia
270,A37.81,A37.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Whooping cough due to other Bordetella species with pneumonia
271,A37.9,A37,diagnosis,1,SEC_A30-A49,4,2,2,0,"Whooping cough, unspecified species"
