idx,code,parent_code,type,chapter,section,depth,branching_factor,subtree_size,is_leaf,description
44077,Y35.819,Y35.81,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Legal intervention involving manhandling, unspecified person injured"
44078,Y35.83,Y35.8,diagnosis,20,SEC_Y35-Y38,5,4,4,0,Legal intervention involving a conducted energy device
44079,Y35.831,Y35.83,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Legal intervention involving a conducted energy device, law enforcement official injured"
44080,Y35.832,Y35.83,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Legal intervention involving a conducted energy device, bystander injured"
44081,Y35.833,Y35.83,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Legal intervention involving a conducted energy device, suspect injured"
44082,Y35.839,Y35.83,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Legal intervention involving a conducted energy device, unspecified person injured"
44083,Y35.89,Y35.8,diagnosis,20,SEC_Y35-Y38,5,4,4,0,Legal intervention involving other specified means
44084,Y35.891,Y35.89,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Legal intervention involving other specified means, law enforcement official injured"
44085,Y35.892,Y35.89,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Legal intervention involving other specified means, bystander injured"
44086,Y35.893,Y35.89,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Legal intervention involving other specified means, suspect injured"
44087,Y35.899,Y35.89,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Legal intervention involving other specified means, unspecified person injured"
44088,Y35.9,Y35,diagnosis,20,SEC_Y35-Y38,4,4,4,0,"Legal intervention, means unspecified"
44089,Y35.91,Y35.9,diagnosis,20,SEC_Y35-Y38,5,0,0,1,"Legal intervention, means unspecified, law enforcement official injured"
44090,Y35.92,Y35.9,diagnosis,20,SEC_Y35-Y38,5,0,0,1,"Legal intervention, means unspecified, bystander injured"
44091,Y35.93,Y35.9,diagnosis,20,SEC_Y35-Y38,5,0,0,1,"Legal intervention, means unspecified, suspect injured"
44092,Y35.99,Y35.9,diagnosis,20,SEC_Y35-Y38,5,0,0,1,"Legal intervention, means unspecified, unspecified person injured"
44093,Y36,SEC_Y35-Y38,diagnosis,20,SEC_Y35-Y38,3,10,154,0,Operations of war
44094,Y36.0,Y36,diagnosis,20,SEC_Y35-Y38,4,7,21,0,War operations involving explosion of marine weapons
44095,Y36.00,Y36.0,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving explosion of unspecified marine weapon
44096,Y36.000,Y36.00,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion of unspecified marine weapon, military personnel"
44097,Y36.001,Y36.00,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion of unspecified marine weapon, civilian"
44098,Y36.01,Y36.0,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving explosion of depth-charge
44099,Y36.010,Y36.01,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion of depth-charge, military personnel"
44100,Y36.011,Y36.01,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion of depth-charge, civilian"
44101,Y36.02,Y36.0,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving explosion of marine mine
44102,Y36.020,Y36.02,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion of marine mine, military personnel"
44103,Y36.021,Y36.02,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion of marine mine, civilian"
44104,Y36.03,Y36.0,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving explosion of sea-based artillery shell
44105,Y36.030,Y36.03,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion of sea-based artillery shell, military personnel"
44106,Y36.031,Y36.03,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion of sea-based artillery shell, civilian"
44107,Y36.04,Y36.0,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving explosion of torpedo
44108,Y36.040,Y36.04,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion of torpedo, military personnel"
44109,Y36.041,Y36.04,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion of torpedo, civilian"
44110,Y36.05,Y36.0,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving accidental detonation of onboard marine weapons
44111,Y36.050,Y36.05,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving accidental detonation of onboard marine weapons, military personnel"
44112,Y36.051,Y36.05,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving accidental detonation of onboard marine weapons, civilian"
44113,Y36.09,Y36.0,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving explosion of other marine weapons
44114,Y36.090,Y36.09,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion of other marine weapons, military personnel"
44115,Y36.091,Y36.09,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion of other marine weapons, civilian"
44116,Y36.1,Y36,diagnosis,20,SEC_Y35-Y38,4,6,18,0,War operations involving destruction of aircraft
44117,Y36.10,Y36.1,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving unspecified destruction of aircraft
44118,Y36.100,Y36.10,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving unspecified destruction of aircraft, military personnel"
44119,Y36.101,Y36.10,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving unspecified destruction of aircraft, civilian"
44120,Y36.11,Y36.1,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving destruction of aircraft due to enemy fire or explosives
44121,Y36.110,Y36.11,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving destruction of aircraft due to enemy fire or explosives, military personnel"
44122,Y36.111,Y36.11,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving destruction of aircraft due to enemy fire or explosives, civilian"
44123,Y36.12,Y36.1,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving destruction of aircraft due to collision with other aircraft
44124,Y36.120,Y36.12,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving destruction of aircraft due to collision with other aircraft, military personnel"
44125,Y36.121,Y36.12,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving destruction of aircraft due to collision with other aircraft, civilian"
44126,Y36.13,Y36.1,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving destruction of aircraft due to onboard fire
44127,Y36.130,Y36.13,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving destruction of aircraft due to onboard fire, military personnel"
44128,Y36.131,Y36.13,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving destruction of aircraft due to onboard fire, civilian"
44129,Y36.14,Y36.1,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving destruction of aircraft due to accidental detonation of onboard munitions and explosives
44130,Y36.140,Y36.14,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving destruction of aircraft due to accidental detonation of onboard munitions and explosives, military personnel"
44131,Y36.141,Y36.14,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving destruction of aircraft due to accidental detonation of onboard munitions and explosives, civilian"
44132,Y36.19,Y36.1,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving other destruction of aircraft
44133,Y36.190,Y36.19,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving other destruction of aircraft, military personnel"
44134,Y36.191,Y36.19,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving other destruction of aircraft, civilian"
44135,Y36.2,Y36,diagnosis,20,SEC_Y35-Y38,4,9,27,0,War operations involving other explosions and fragments
44136,Y36.20,Y36.2,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving unspecified explosion and fragments
44137,Y36.200,Y36.20,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving unspecified explosion and fragments, military personnel"
44138,Y36.201,Y36.20,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving unspecified explosion and fragments, civilian"
44139,Y36.21,Y36.2,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving explosion of aerial bomb
44140,Y36.210,Y36.21,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion of aerial bomb, military personnel"
44141,Y36.211,Y36.21,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion of aerial bomb, civilian"
44142,Y36.22,Y36.2,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving explosion of guided missile
44143,Y36.220,Y36.22,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion of guided missile, military personnel"
44144,Y36.221,Y36.22,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion of guided missile, civilian"
44145,Y36.23,Y36.2,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving explosion of improvised explosive device [IED]
44146,Y36.230,Y36.23,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion of improvised explosive device [IED], military personnel"
44147,Y36.231,Y36.23,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion of improvised explosive device [IED], civilian"
44148,Y36.24,Y36.2,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving explosion due to accidental detonation and discharge of own munitions or munitions launch device
44149,Y36.240,Y36.24,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion due to accidental detonation and discharge of own munitions or munitions launch device, military personnel"
44150,Y36.241,Y36.24,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving explosion due to accidental detonation and discharge of own munitions or munitions launch device, civilian"
44151,Y36.25,Y36.2,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving fragments from munitions
44152,Y36.250,Y36.25,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving fragments from munitions, military personnel"
44153,Y36.251,Y36.25,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving fragments from munitions, civilian"
44154,Y36.26,Y36.2,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving fragments of improvised explosive device [IED]
44155,Y36.260,Y36.26,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving fragments of improvised explosive device [IED], military personnel"
44156,Y36.261,Y36.26,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving fragments of improvised explosive device [IED], civilian"
44157,Y36.27,Y36.2,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving fragments from weapons
44158,Y36.270,Y36.27,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving fragments from weapons, military personnel"
44159,Y36.271,Y36.27,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving fragments from weapons, civilian"
44160,Y36.29,Y36.2,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving other explosions and fragments
44161,Y36.290,Y36.29,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving other explosions and fragments, military personnel"
44162,Y36.291,Y36.29,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving other explosions and fragments, civilian"
44163,Y36.3,Y36,diagnosis,20,SEC_Y35-Y38,4,5,15,0,"War operations involving fires, conflagrations and hot substances"
44164,Y36.30,Y36.3,diagnosis,20,SEC_Y35-Y38,5,2,2,0,"War operations involving unspecified fire, conflagration and hot substance"
44165,Y36.300,Y36.30,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving unspecified fire, conflagration and hot substance, military personnel"
44166,Y36.301,Y36.30,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving unspecified fire, conflagration and hot substance, civilian"
44167,Y36.31,Y36.3,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving gasoline bomb
44168,Y36.310,Y36.31,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving gasoline bomb, military personnel"
44169,Y36.311,Y36.31,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving gasoline bomb, civilian"
44170,Y36.32,Y36.3,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving incendiary bullet
44171,Y36.320,Y36.32,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving incendiary bullet, military personnel"
44172,Y36.321,Y36.32,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving incendiary bullet, civilian"
44173,Y36.33,Y36.3,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving flamethrower
44174,Y36.330,Y36.33,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving flamethrower, military personnel"
44175,Y36.331,Y36.33,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving flamethrower, civilian"
44176,Y36.39,Y36.3,diagnosis,20,SEC_Y35-Y38,5,2,2,0,"War operations involving other fires, conflagrations and hot substances"
44177,Y36.390,Y36.39,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving other fires, conflagrations and hot substances, military personnel"
44178,Y36.391,Y36.39,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving other fires, conflagrations and hot substances, civilian"
44179,Y36.4,Y36,diagnosis,20,SEC_Y35-Y38,4,8,24,0,War operations involving firearm discharge and other forms of conventional warfare
44180,Y36.41,Y36.4,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving rubber bullets
44181,Y36.410,Y36.41,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving rubber bullets, military personnel"
44182,Y36.411,Y36.41,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving rubber bullets, civilian"
44183,Y36.42,Y36.4,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving firearms pellets
44184,Y36.420,Y36.42,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving firearms pellets, military personnel"
44185,Y36.421,Y36.42,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving firearms pellets, civilian"
44186,Y36.43,Y36.4,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving other firearms discharge
44187,Y36.430,Y36.43,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving other firearms discharge, military personnel"
44188,Y36.431,Y36.43,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving other firearms discharge, civilian"
44189,Y36.44,Y36.4,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving unarmed hand to hand combat
44190,Y36.440,Y36.44,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving unarmed hand to hand combat, military personnel"
44191,Y36.441,Y36.44,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving unarmed hand to hand combat, civilian"
44192,Y36.45,Y36.4,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving combat using blunt or piercing object
44193,Y36.450,Y36.45,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving combat using blunt or piercing object, military personnel"
44194,Y36.451,Y36.45,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving combat using blunt or piercing object, civilian"
44195,Y36.46,Y36.4,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving intentional restriction of air and airway
44196,Y36.460,Y36.46,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving intentional restriction of air and airway, military personnel"
44197,Y36.461,Y36.46,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving intentional restriction of air and airway, civilian"
44198,Y36.47,Y36.4,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving unintentional restriction of air and airway
44199,Y36.470,Y36.47,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving unintentional restriction of air and airway, military personnel"
44200,Y36.471,Y36.47,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving unintentional restriction of air and airway, civilian"
44201,Y36.49,Y36.4,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving other forms of conventional warfare
44202,Y36.490,Y36.49,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving other forms of conventional warfare, military personnel"
44203,Y36.491,Y36.49,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving other forms of conventional warfare, civilian"
44204,Y36.5,Y36,diagnosis,20,SEC_Y35-Y38,4,6,18,0,War operations involving nuclear weapons
44205,Y36.50,Y36.5,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving unspecified effect of nuclear weapon
44206,Y36.500,Y36.50,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving unspecified effect of nuclear weapon, military personnel"
44207,Y36.501,Y36.50,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving unspecified effect of nuclear weapon, civilian"
44208,Y36.51,Y36.5,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving direct blast effect of nuclear weapon
44209,Y36.510,Y36.51,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving direct blast effect of nuclear weapon, military personnel"
44210,Y36.511,Y36.51,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving direct blast effect of nuclear weapon, civilian"
44211,Y36.52,Y36.5,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving indirect blast effect of nuclear weapon
44212,Y36.520,Y36.52,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving indirect blast effect of nuclear weapon, military personnel"
44213,Y36.521,Y36.52,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving indirect blast effect of nuclear weapon, civilian"
44214,Y36.53,Y36.5,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving thermal radiation effect of nuclear weapon
44215,Y36.530,Y36.53,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving thermal radiation effect of nuclear weapon, military personnel"
44216,Y36.531,Y36.53,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving thermal radiation effect of nuclear weapon, civilian"
44217,Y36.54,Y36.5,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operation involving nuclear radiation effects of nuclear weapon
44218,Y36.540,Y36.54,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operation involving nuclear radiation effects of nuclear weapon, military personnel"
44219,Y36.541,Y36.54,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operation involving nuclear radiation effects of nuclear weapon, civilian"
44220,Y36.59,Y36.5,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operation involving other effects of nuclear weapons
44221,Y36.590,Y36.59,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operation involving other effects of nuclear weapons, military personnel"
44222,Y36.591,Y36.59,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operation involving other effects of nuclear weapons, civilian"
44223,Y36.6,Y36,diagnosis,20,SEC_Y35-Y38,4,1,3,0,War operations involving biological weapons
44224,Y36.6X,Y36.6,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving biological weapons
44225,Y36.6X0,Y36.6X,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving biological weapons, military personnel"
44226,Y36.6X1,Y36.6X,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving biological weapons, civilian"
44227,Y36.7,Y36,diagnosis,20,SEC_Y35-Y38,4,1,3,0,War operations involving chemical weapons and other forms of unconventional warfare
44228,Y36.7X,Y36.7,diagnosis,20,SEC_Y35-Y38,5,2,2,0,War operations involving chemical weapons and other forms of unconventional warfare
44229,Y36.7X0,Y36.7X,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving chemical weapons and other forms of unconventional warfare, military personnel"
44230,Y36.7X1,Y36.7X,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"War operations involving chemical weapons and other forms of unconventional warfare, civilian"
44231,Y36.8,Y36,diagnosis,20,SEC_Y35-Y38,4,4,12,0,War operations occurring after cessation of hostilities
44232,Y36.81,Y36.8,diagnosis,20,SEC_Y35-Y38,5,2,2,0,Explosion of mine placed during war operations but exploding after cessation of hostilities
44233,Y36.810,Y36.81,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Explosion of mine placed during war operations but exploding after cessation of hostilities, military personnel"
44234,Y36.811,Y36.81,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Explosion of mine placed during war operations but exploding after cessation of hostilities, civilian"
44235,Y36.82,Y36.8,diagnosis,20,SEC_Y35-Y38,5,2,2,0,Explosion of bomb placed during war operations but exploding after cessation of hostilities
44236,Y36.820,Y36.82,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Explosion of bomb placed during war operations but exploding after cessation of hostilities, military personnel"
44237,Y36.821,Y36.82,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Explosion of bomb placed during war operations but exploding after cessation of hostilities, civilian"
44238,Y36.88,Y36.8,diagnosis,20,SEC_Y35-Y38,5,2,2,0,Other war operations occurring after cessation of hostilities
44239,Y36.880,Y36.88,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Other war operations occurring after cessation of hostilities, military personnel"
44240,Y36.881,Y36.88,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Other war operations occurring after cessation of hostilities, civilian"
44241,Y36.89,Y36.8,diagnosis,20,SEC_Y35-Y38,5,2,2,0,Unspecified war operations occurring after cessation of hostilities
44242,Y36.890,Y36.89,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Unspecified war operations occurring after cessation of hostilities, military personnel"
44243,Y36.891,Y36.89,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Unspecified war operations occurring after cessation of hostilities, civilian"
44244,Y36.9,Y36,diagnosis,20,SEC_Y35-Y38,4,3,3,0,Other and unspecified war operations
44245,Y36.90,Y36.9,diagnosis,20,SEC_Y35-Y38,5,0,0,1,"War operations, unspecified"
44246,Y36.91,Y36.9,diagnosis,20,SEC_Y35-Y38,5,0,0,1,War operations involving unspecified weapon of mass destruction [WMD]
44247,Y36.92,Y36.9,diagnosis,20,SEC_Y35-Y38,5,0,0,1,War operations involving friendly fire
44248,Y37,SEC_Y35-Y38,diagnosis,20,SEC_Y35-Y38,3,9,141,0,Military operations
44249,Y37.0,Y37,diagnosis,20,SEC_Y35-Y38,4,7,21,0,Military operations involving explosion of marine weapons
44250,Y37.00,Y37.0,diagnosis,20,SEC_Y35-Y38,5,2,2,0,Military operations involving explosion of unspecified marine weapon
44251,Y37.000,Y37.00,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving explosion of unspecified marine weapon, military personnel"
44252,Y37.001,Y37.00,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving explosion of unspecified marine weapon, civilian"
44253,Y37.01,Y37.0,diagnosis,20,SEC_Y35-Y38,5,2,2,0,Military operations involving explosion of depth-charge
44254,Y37.010,Y37.01,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving explosion of depth-charge, military personnel"
44255,Y37.011,Y37.01,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving explosion of depth-charge, civilian"
44256,Y37.02,Y37.0,diagnosis,20,SEC_Y35-Y38,5,2,2,0,Military operations involving explosion of marine mine
44257,Y37.020,Y37.02,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving explosion of marine mine, military personnel"
44258,Y37.021,Y37.02,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving explosion of marine mine, civilian"
44259,Y37.03,Y37.0,diagnosis,20,SEC_Y35-Y38,5,2,2,0,Military operations involving explosion of sea-based artillery shell
44260,Y37.030,Y37.03,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving explosion of sea-based artillery shell, military personnel"
44261,Y37.031,Y37.03,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving explosion of sea-based artillery shell, civilian"
44262,Y37.04,Y37.0,diagnosis,20,SEC_Y35-Y38,5,2,2,0,Military operations involving explosion of torpedo
44263,Y37.040,Y37.04,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving explosion of torpedo, military personnel"
44264,Y37.041,Y37.04,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving explosion of torpedo, civilian"
44265,Y37.05,Y37.0,diagnosis,20,SEC_Y35-Y38,5,2,2,0,Military operations involving accidental detonation of onboard marine weapons
44266,Y37.050,Y37.05,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving accidental detonation of onboard marine weapons, military personnel"
44267,Y37.051,Y37.05,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving accidental detonation of onboard marine weapons, civilian"
44268,Y37.09,Y37.0,diagnosis,20,SEC_Y35-Y38,5,2,2,0,Military operations involving explosion of other marine weapons
44269,Y37.090,Y37.09,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving explosion of other marine weapons, military personnel"
44270,Y37.091,Y37.09,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving explosion of other marine weapons, civilian"
44271,Y37.1,Y37,diagnosis,20,SEC_Y35-Y38,4,6,18,0,Military operations involving destruction of aircraft
44272,Y37.10,Y37.1,diagnosis,20,SEC_Y35-Y38,5,2,2,0,Military operations involving unspecified destruction of aircraft
44273,Y37.100,Y37.10,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving unspecified destruction of aircraft, military personnel"
44274,Y37.101,Y37.10,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving unspecified destruction of aircraft, civilian"
44275,Y37.11,Y37.1,diagnosis,20,SEC_Y35-Y38,5,2,2,0,Military operations involving destruction of aircraft due to enemy fire or explosives
44276,Y37.110,Y37.11,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving destruction of aircraft due to enemy fire or explosives, military personnel"
44277,Y37.111,Y37.11,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving destruction of aircraft due to enemy fire or explosives, civilian"
44278,Y37.12,Y37.1,diagnosis,20,SEC_Y35-Y38,5,2,2,0,Military operations involving destruction of aircraft due to collision with other aircraft
44279,Y37.120,Y37.12,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving destruction of aircraft due to collision with other aircraft, military personnel"
44280,Y37.121,Y37.12,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving destruction of aircraft due to collision with other aircraft, civilian"
44281,Y37.13,Y37.1,diagnosis,20,SEC_Y35-Y38,5,2,2,0,Military operations involving destruction of aircraft due to onboard fire
44282,Y37.130,Y37.13,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving destruction of aircraft due to onboard fire, military personnel"
44283,Y37.131,Y37.13,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving destruction of aircraft due to onboard fire, civilian"
44284,Y37.14,Y37.1,diagnosis,20,SEC_Y35-Y38,5,2,2,0,Military operations involving destruction of aircraft due to accidental detonation of onboard munitions and explosives
44285,Y37.140,Y37.14,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving destruction of aircraft due to accidental detonation of onboard munitions and explosives, military personnel"
44286,Y37.141,Y37.14,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving destruction of aircraft due to accidental detonation of onboard munitions and explosives, civilian"
44287,Y37.19,Y37.1,diagnosis,20,SEC_Y35-Y38,5,2,2,0,Military operations involving other destruction of aircraft
44288,Y37.190,Y37.19,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving other destruction of aircraft, military personnel"
44289,Y37.191,Y37.19,diagnosis,20,SEC_Y35-Y38,6,0,0,1,"Military operations involving other destruction of aircraft, civilian"
