path,size_mb,family,notebook,MAP,mean_rank,median_rank,distortion,dim,extra
models/phase3_method1_exp_v4/sweep_phase2ref_d10_alpha-0.400_best.pt,4.12,"Phase 3 Method 1, exp coupling / Phase-2 reference cloud",notebooks/03-04,,,,,10,"{""alpha"": -0.4000000059604645, ""bandwidth_h"": 0.548365592956543, ""k"": 64, ""M"": 128, ""num_steps"": 16, ""dim"": 10, ""coupling"": ""exp"", ""kappa_scale"": 1.0, ""bias_free"": true, ""best_epoch"": 59, ""best_MAP"": 0.772550560256506}"
models/phase3_method1_exp_v4/sweep_phase2ref_d10_alpha-0.600_best.pt,4.12,"Phase 3 Method 1, exp coupling / Phase-2 reference cloud",notebooks/03-04,,,,,10,"{""alpha"": -0.6000000238418579, ""bandwidth_h"": 0.548365592956543, ""k"": 64, ""M"": 128, ""num_steps"": 16, ""dim"": 10, ""coupling"": ""exp"", ""kappa_scale"": 1.0, ""bias_free"": true, ""best_epoch"": 49, ""best_MAP"": 0.774959998067959}"
models/phase3_method1_exp_v4/sweep_phase2ref_d10_alpha-0.800_best.pt,4.12,"Phase 3 Method 1, exp coupling / Phase-2 reference cloud",notebooks/03-04,,,,,10,"{""alpha"": -0.800000011920929, ""bandwidth_h"": 0.548365592956543, ""k"": 64, ""M"": 128, ""num_steps"": 16, ""dim"": 10, ""coupling"": ""exp"", ""kappa_scale"": 1.0, ""bias_free"": true, ""best_epoch"": 39, ""best_MAP"": 0.7752059477412706}"
models/phase3_method1_exp_v4/sweep_phase2ref_d10_alpha-1.000_best.pt,4.12,"Phase 3 Method 1, exp coupling / Phase-2 reference cloud",notebooks/03-04,,,,,10,"{""alpha"": -1.0, ""bandwidth_h"": 0.548365592956543, ""k"": 64, ""M"": 128, ""num_steps"": 16, ""dim"": 10, ""coupling"": ""exp"", ""kappa_scale"": 1.0, ""bias_free"": true, ""best_epoch"": 39, ""best_MAP"": 0.7718605145807214}"
models/phase3_method1_exp_v4/sweep_phase2ref_d10_alpha-1.200_best.pt,4.12,"Phase 3 Method 1, exp coupling / Phase-2 reference cloud",notebooks/03-04,,,,,10,"{""alpha"": -1.2000000476837158, ""bandwidth_h"": 0.548365592956543, ""k"": 64, ""M"": 128, ""num_steps"": 16, ""dim"": 10, ""coupling"": ""exp"", ""kappa_scale"": 1.0, ""bias_free"": true, ""best_epoch"": 39, ""best_MAP"": 0.766887124085113}"
models/phase3_method2/method2_d10_alpha-0.200_best.pt,4.12,Phase 3 Method 2 (alternating optimisation),notebooks/03,,,,,10,"{""alpha"": -0.20000000298023224, ""h"": 0.39214015007019043, ""k"": 64, ""M"": 128, ""num_steps"": 16, ""dim"": 10, ""best_MAP"": 0.7106976568183418, ""method"": ""method2_alternating""}"
models/phase3_method2/method2_fixedeval_d10_alpha+0.000_best.pt,4.12,Phase 3 Method 2 (alternating optimisation),notebooks/03,,,,,10,"{""alpha"": 0.0, ""h"": 0.3737681210041046, ""k"": 64, ""M"": 128, ""num_steps"": 16, ""dim"": 10, ""best_MAP"": 0.6570998111365672, ""method"": ""method2_alternating""}"
models/phase3_method2/method2_fixedeval_d10_alpha+0.200_best.pt,4.12,Phase 3 Method 2 (alternating optimisation),notebooks/03,,,,,10,"{""alpha"": 0.20000000298023224, ""h"": 0.3946022391319275, ""k"": 64, ""M"": 128, ""num_steps"": 16, ""dim"": 10, ""best_MAP"": 0.7074635619594127, ""method"": ""method2_alternating""}"
models/phase3_method2/method2_fixedeval_d10_alpha+0.400_best.pt,4.12,Phase 3 Method 2 (alternating optimisation),notebooks/03,,,,,10,"{""alpha"": 0.4000000059604645, ""h"": 0.3757205903530121, ""k"": 64, ""M"": 128, ""num_steps"": 16, ""dim"": 10, ""best_MAP"": 0.7027154366578712, ""method"": ""method2_alternating""}"
models/phase3_method2/method2_fixedeval_d10_alpha+0.600_best.pt,4.12,Phase 3 Method 2 (alternating optimisation),notebooks/03,,,,,10,"{""alpha"": 0.6000000238418579, ""h"": 0.37287843227386475, ""k"": 64, ""M"": 128, ""num_steps"": 16, ""dim"": 10, ""best_MAP"": 0.7045089629946849, ""method"": ""method2_alternating""}"
models/phase3_method2/method2_fixedeval_d10_alpha-0.200_best.pt,4.12,Phase 3 Method 2 (alternating optimisation),notebooks/03,,,,,10,"{""alpha"": -0.20000000298023224, ""h"": 0.3839516341686249, ""k"": 64, ""M"": 128, ""num_steps"": 16, ""dim"": 10, ""best_MAP"": 0.7105325488001181, ""method"": ""method2_alternating""}"
models/phase3_method2/method2_fixedeval_d10_alpha-0.400_best.pt,4.12,Phase 3 Method 2 (alternating optimisation),notebooks/03,,,,,10,"{""alpha"": -0.4000000059604645, ""h"": 0.37032464146614075, ""k"": 64, ""M"": 128, ""num_steps"": 16, ""dim"": 10, ""best_MAP"": 0.7015610510718105, ""method"": ""method2_alternating""}"
models/phase3_method2/method2_fixedeval_d10_alpha-0.600_best.pt,4.12,Phase 3 Method 2 (alternating optimisation),notebooks/03,,,,,10,"{""alpha"": -0.6000000238418579, ""h"": 0.38347941637039185, ""k"": 64, ""M"": 128, ""num_steps"": 16, ""dim"": 10, ""best_MAP"": 0.6963170160040284, ""method"": ""method2_alternating""}"
models/phase3_method2/method2_fixedeval_d10_alpha-0.800_best.pt,4.12,Phase 3 Method 2 (alternating optimisation),notebooks/03,,,,,10,"{""alpha"": -0.800000011920929, ""h"": 0.3731920123100281, ""k"": 64, ""M"": 128, ""num_steps"": 16, ""dim"": 10, ""best_MAP"": 0.6970756534218177, ""method"": ""method2_alternating""}"
models/sarkar_d2_reference.pt,1.17,"Sarkar 2-D reference embedding, tau=1.5 (first, float64 implementation — superseded)",notebooks/05,,,,,2,"{""tau"": 1.5, ""dim"": 2, ""construction"": ""sarkar_combinatorial""}"
